Date;Aggregated Version;Version;RELEASE;Changes;General;General Category
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Allowed Loggers access to the properties in the LoggerConfig. Fixes LOG4J2-157. Thanks to Remko Popma.;Allow access;Add support for a new feature
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Added ability to include or exclude location information. Fixes LOG4J2-153. Thanks to Remko Popma.;Add feature;Add support for a new feature
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Allow Logger and LoggerContext to be subclassed. Fixes LOG4J2-151. Thanks to Remko Popma.;Add feature;Add support for a new feature
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Add methods is/setEndOfBatch to LogEvent. Fixes LOG4J2-164. Thanks to Remko Popma.;Add methods;Add support for a new feature
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Add support for asynchronous loggers. Fixes LOG4J2-163. Thanks to Remko Popma.;Add support;Add support for a new feature
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;The blocking parameter did not work properly on AsynchAppender. Fixes LOG4J2-189. Thanks to Werner.;Fix wrong implementation;Bug fix
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;AppenderRefs on AsynchAppender didn't support the level and filter elements. Fixes LOG4J2-188. Thanks to Werner.;Fix error;Bug fix
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Avoid IllegalArgumentException in AsynchAppender. Fixes LOG4J2-176. Thanks to Remko Popma.;Fix wrong implementation;Bug fix
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Add Logger interface APIs to log at given levels. Fixes LOG4J2-179.;Add interface;Add support for a new feature
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;OutputStreamManager now adds the layout header whenever the OutputStream is set. Fixes LOG4J2-181.;Change implementation;Code redesign
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Fix NullPointerException in DatagramOutputStream when flush is called from multiple threads. Fixes LOG4J2-177. Thanks to Remko Popma.;Fix exception;Bug fix
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Added FlumePersistentManager which writes to BerkeleyDB and then writes to Flume asynchronously.;Add support;Add support for a new feature
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Plugin cache should be reset when addPackages is called. Fixes LOG4J2-175.;Fix wrong implementation;Bug fix
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Expose file appender configuration details via an advertisement mechanism. Fixes LOG4J2-155.;Fix wrong implementation;Bug fix
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Add Fragment-Host to MANIFEST.MF for log4j-core. Fixes LOG4J2-159. Thanks to Jan Winter.;Add to manifest;Add support for a new feature
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Configurator throws a ClassCastException if LogManager returns a SimpleLoggerContext. Fixes LOG4J2-167.;Fix throwing of expection;Bug fix
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;ConfigurationFactory was adding factories on every call. Fixes LOG4J2-169.;Remove unnecessary calls;Performance improvement
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Modify ClassLoaderContextSelector to use the first ClassLoader in the child parent hierarchy that has a Context with a configuration to allow JSPs to use the WebApp's context and configuration. Fixes LOG4J2-161.;Modify class;Maintainability improvement
20.04.2013;2.0;2.0-beta5;PRE-RELEASE;Add RFC 5424 compliant escaping rules to RFC5424Layout. Fixes LOG4J2-158. Thanks to Scott Severtson.;Add escaping rules;Add support for a new feature
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;;;
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;LocalizedMessageTest fails on linux system. Fixes LOG4J2-156. Thanks to Andreas Born.;Fix wrong implementation;Bug fix
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;RollingFileAppender's FileRenameAction was throwing a NullPointerException if no directory was specified on the target file name. Fixes LOG4J2-152. Thanks to Remko Popma.;Fix exception;Bug fix
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;Convert all System.getProperty calls to use PropertiesUtil to suppress SecurityExceptions. Fixes LOG4J2-150.;Change usage;Code redesign
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;ThreadContextMapFilter was matching on the key instead of the value of the key. Fixes LOG4J2-147. Thanks to William Burns.;Fix wrong implementation;Bug fix
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;Allow FlumeAvroManager to initialize even if it cannot connect to an agent.;Allow additional behaviour;Add support for a new feature
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;SMTPAppender will only cache filtered events. Fixes LOG4J2-149. Thanks to Scott Severtson.;Fix caching error;Bug fix
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;Add missing serial version IDs. Fixes LOG4J2-145.;Add missing serial version;Add support for a new feature
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;NullPointerException in RFC5424Layout. Fixes LOG4J2-144.;Fix exception;Bug fix
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;"MessagePatternConverter now returns ""null"" if the log message is null. Fixes LOG4J2-143.";Fix exception;Bug fix
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;Serialized LogEvents were not reset in the output stream causing them to deserialize incorrectly. Fixes LOG4J2-142.;Fix wrong behaviour;Bug fix
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;Fix null pointer exception in SocketAppender if no protocol is specified. The protocol will default to TCP for the SocketAppender and UDP for the SyslogAppender. Fixes LOG4J2-139.;Fix exception;Bug fix
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;Added Log4j 2 to SLF4J adapter.;Add feature;Add support for a new feature
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;Typo in documentation of SocketAppender. Fixes LOG4J2-140. Thanks to Joern Huxhorn.;Fix typo;Documentation
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;Fix hang in Dumbster SMTP test server. Fixes LOG4J2-137.;Fix in test server;Quality assurance
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;Allow newlines to be escaped in Syslog and RFC5424 layouts. Allow Throwables to be included in the output from RFC5424Layout. Fixes LOG4J2-136. Thanks to Scott Severtson.;Allow additional behaviour;Add support for a new feature
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;Add SMTPAppender. Fixes LOG4J2-131. Thanks to Scott Severtson.;Add class;Add support for a new feature
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;PatternLayout should format throwables without requiring a converter. Fixes LOG4J2-130.;Fix wrong implementation;Bug fix
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;Added hostName and contextName to property map.;Add properties;Add support for a new feature
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;BaseConfiguration does not close the first appender. Fixes LOG4J2-135. Thanks to Ingo Feltes.;Fix wrong implementation;Bug fix
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;Add MessageFormatMessage and FormattedMessage.;Add feature;Add support for a new feature
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;Use %red, %white, %blue, and so on in the console appender. Fixes LOG4J2-134.;Fix wrong implementation;Bug fix
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;Allow custom message creation via a message factory. Fixes LOG4J2-133.;Allow custom message creation;Add support for a new feature
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;AbstractLogger.catching(Throwable) checks for DEBUG level but logs at ERROR level. Fixes LOG4J2-132.;Fix wrong implementation;Bug fix
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;RoutingAppender was only creating a single appender for the default Route. Fixes LOG4J2-129.;Fix wrong implementation;Bug fix
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;Allow JMS appenders to recover if the queue or topic is unavailable. Fixes LOG4J2-126.;Allow new behaviour;Add support for a new feature
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;Add follow attribute to Console Appender. Fixes LOG4J2-128.;Add attribute;Add support for a new feature
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;AbstractLogger methods were not passing Markers to the isEnabled methods. Fixes LOG4J2-127.;Fix missing pass of parameters;Bug fix
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;Added Flume Appender samples.;Add samples;Add support for a new feature
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;Add unit test to verify exceptions are thrown when the socket connection fails. Fixes LOG4J2-122.;Add unit tests;Quality assurance
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;JMSQueue and JMSTopic Appenders did not allow name to be specified. Fixes LOG4J2-125.;Fix wrong implementation;Bug fix
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;Enhanced javadoc copyright statement. Fixes LOG4J2-111.;Enhance copyright statement;Documentation
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;Renamed log4j12-api to log4j-1.2-api. Fixes LOG4J2-110.;Rename package;Maintainability improvement
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;TCPSocketManager would fail if the initial connection could not be established. Fixes LOG4J2-120.;Fix failure;Bug fix
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;A broken socket connection would cause the TCPSocketManager to continuously reconnect. Fixes LOG4J2-119.;Fix failure;Bug fix
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;The example for ThreadContextMapFilter was incorrect. Fixes LOG4J2-123. Thanks to Olivier Lamy.;Fix threading error;Bug fix
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;File renaming was using the wrong date value. Enhanced DefaultRolloverStrategy to store newest files in highest index as well as lowest. Fixes LOG4J2-116.;Rename file;Maintainability improvement
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;ThreadContext Map elements with null values are now ignored when constructing a Flume event and in the RFC5424 Layout. Fixes LOG4J2-115.;Fix null value;Bug fix
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;StructuredDataFilter createFilter was annotated with PluginAttr instead of PluginElement for the KeyValuePairs. Fixes LOG4J2-113.;Fix wrong annotation;Bug fix
28.01.2013;2.0;2.0-beta4;PRE-RELEASE;StructuredDataMessage was validating the length of the values in the event Map instead of the lengths of the keys. Fixes LOG4J2-114. Thanks to Arkin Yetis.;Fix wrong validation;Bug fix
11.11.2012;2.0;2.0-beta3;PRE-RELEASE;;;
11.11.2012;2.0;2.0-beta3;PRE-RELEASE;	Fix NullPointerException in ClassLoaderContextSelector when no class is returned from the SecurityManager. Fixes LOG4J2-108.;Fix exception;Bug fix
11.11.2012;2.0;2.0-beta3;PRE-RELEASE;Add ability to customize the names of the Levels in the LevelPatternConverter. Fixes LOG4J2-105.;Add feature;Add support for a new feature
11.11.2012;2.0;2.0-beta3;PRE-RELEASE;	PatternParser was not properly handling adjacent nested options Fixes LOG4J2-107.;Fix wrong implementation;Bug fix
11.11.2012;2.0;2.0-beta3;PRE-RELEASE;	Add support for loading plugins inside the OSGi bundle. Fixes LOG4J2-95.;Add support;Add support for a new feature
11.11.2012;2.0;2.0-beta3;PRE-RELEASE;Add ThreadContext.push(String format, Object... args) Fixes LOG4J2-85.;Add method;Add support for a new feature
11.11.2012;2.0;2.0-beta3;PRE-RELEASE;The LogEvent was wrapping a ThrowableProxy with another ThrowableProxy when deserializing. Fixes LOG4J2-103. Thanks to Das Archive.;Fix wrong implementation;Bug fix
11.11.2012;2.0;2.0-beta3;PRE-RELEASE;Created combined jar to combine API and Core contents for users who only want the Log4j implementation.;Improve jar;Performance improvement
11.11.2012;2.0;2.0-beta3;PRE-RELEASE;"Convert LogManager binding to use ""regular"" java properties instead of XML properties to workaround a bug in Oracle's xmlparserv2 jar. Fixes LOG4J2-104.";Fix binding;Bug fix
11.11.2012;2.0;2.0-beta3;PRE-RELEASE;Added PropertiesRewritePolicy and ability to define properties on a Logger. Fixes LOG4J2-28.;Add policy;Add support for a new feature
11.11.2012;2.0;2.0-beta3;PRE-RELEASE;Build pdf of user's guide. Fixes LOG4J2-87.;Build pdf;Documentation
11.11.2012;2.0;2.0-beta3;PRE-RELEASE;Added font and fontSize parameters to HTMLLayout. Replace newlines in message with br tag. Fixes LOG4J2-29.;Add parameters;Add support for a new feature
11.11.2012;2.0;2.0-beta3;PRE-RELEASE;Added ability to configure from an InputSource. Fixes LOG4J2-55.;Add ability for configuration;Add support for a new feature
11.11.2012;2.0;2.0-beta3;PRE-RELEASE;The Facility value was being improperly calculated. Fixes LOG4J2-102. Thanks to Emanuele Colombo.;Fix wrong calculation;Bug fix
11.11.2012;2.0;2.0-beta3;PRE-RELEASE;A NullPointerException would occur if no format value was passed to the SyslogAppender. Fixes LOG4J2-101. Thanks to Emanuele Colombo.;Fix exception;Bug fix
11.11.2012;2.0;2.0-beta3;PRE-RELEASE;MapRewritePolicy had an extra call to putAll that caused updates to behave like adds. Fixes LOG4J2-99. Thanks to Das Archive.;Fix extra call;Bug fix
11.11.2012;2.0;2.0-beta3;PRE-RELEASE;Avoid NPE when duplicate LoggerContextFactorys are present. Allow factories to specify a weight to allow real implementations to outrank test implementations. Provide a simple default LoggerContextFactory.;Code change;Code redesign
11.11.2012;2.0;2.0-beta3;PRE-RELEASE;Added several missing classes and methods for Log4j 1.x compatibility. Fixes LOG4J2-97.;Add missing classes;Add support for a new feature
11.11.2012;2.0;2.0-beta3;PRE-RELEASE;Interpolator was not stripping Lookup key separator when trying to locate the default value for a variable. Fixes LOG4J2-94. Thanks to Denis Treskunov.;Fix wrong implementation;Bug fix
11.11.2012;2.0;2.0-beta3;PRE-RELEASE;Log4j 1.2 Category.forcedLog was wrapping the message with an ObjectMessage even if the parameter was an ObjectMessage.;Fix wrong implementation;Bug fix
07.10.2012;2.0;2.0-beta2;PRE-RELEASE;;;
07.10.2012;2.0;2.0-beta2;PRE-RELEASE;Made ParameterizedMessage, StringFormattedMessage and ThreadDumpMessage immutable. LocalizedMessage is immutable except that it will be updated with the logger name when it is added to the LogEvent.;Change to immutable;Code redesign
07.10.2012;2.0;2.0-beta2;PRE-RELEASE;DefaultConfiguration was not starting the Console Appender.;Fix error;Bug fix
07.10.2012;2.0;2.0-beta2;PRE-RELEASE;Add interval and modulate options to TimeBasedTriggeringPolicy to allow more fine-grained control of when file rolling should occur. Fixes LOG4J2-35.;Add feature;Add support for a new feature
07.10.2012;2.0;2.0-beta2;PRE-RELEASE;Add support for filtering packages from stack traces. Fixes LOG4J2-58.;Add support;Add support for a new feature
07.10.2012;2.0;2.0-beta2;PRE-RELEASE;"If system property ""disableThreadContextStack"" is set pushes to the ThreadContext will be ignored. If system property ""disableThreadContext"" is set both puts and pushes will be ignored. Fixes LOG4J2-84.";Add feature;Add support for a new feature
07.10.2012;2.0;2.0-beta2;PRE-RELEASE;"If system property ""disableThreadContextMap"" is set puts to the ThreadContext will be ignored. If system property ""disableThreadContext"" is set both puts and pushes will be ignored. Fixes LOG4J2-83.";Add feature;Add support for a new feature
07.10.2012;2.0;2.0-beta2;PRE-RELEASE;Add support for ANSI colors by adding the highlight and style pattern converters. Fix pattern parsing to allow nested patterns.;Add support for ANSI colors;Add support for a new feature
07.10.2012;2.0;2.0-beta2;PRE-RELEASE;Converted DynamicThresholdFilter to use KeyValuePair. Fixed bugs in the Map-based filters to allow declaration of multiple values for a key to match the documentation. Fixes LOG4J2-92.;Fix error;Bug fix
07.10.2012;2.0;2.0-beta2;PRE-RELEASE;Many logging methods in AbstractLogger were set to an incorrect logging level. catching was using the THROWING marker and was set to debug instead of error. Fixes LOG4J2-88.;Fix incorrect logging levels;Bug fix
07.10.2012;2.0;2.0-beta2;PRE-RELEASE;Allow the status logging to be directed to stderr or to a file.;Allow for different behaviour;Add support for a new feature
07.10.2012;2.0;2.0-beta2;PRE-RELEASE;Log4j 1.2 adapter's Category class was missing 3 log methods. Fixes LOG4J2-91.;Missing methods;Bug fix
07.10.2012;2.0;2.0-beta2;PRE-RELEASE;If the ThreadContext stack is empty the LogEvent will contain a null value to reduce the overhead of creating log events and in the size of the serialized object. Changed the ThreadContext stack to use a custom stack interface instead of java.util.Stack as that class is overly heavy. This change will cause an API incompatibility. Fixes LOG4J2-84.;Fix exception;Bug fix
07.10.2012;2.0;2.0-beta2;PRE-RELEASE;If the ThreadContext map is empty the LogEvent will contain a null value to reduce the overhead of creating log events and in the size of the serialized object. Fixes LOG4J2-83.;Fix exception;Bug fix
07.10.2012;2.0;2.0-beta2;PRE-RELEASE;Add getFormats to MultiformatMessage and allow StructuredDataMessage to format as XML.;Add method;Add support for a new feature
07.10.2012;2.0;2.0-beta2;PRE-RELEASE;Add documentation on client vs server mode to performance page. Fixes LOG4J2-90.;Add documentation;Documentation
07.10.2012;2.0;2.0-beta2;PRE-RELEASE;Move variable substitution from PatternLayout to appropriate converters to improve performance.;Code movement;Maintainability improvement
18.09.2012;2.0;2.0-beta1;PRE-RELEASE;;;
18.09.2012;2.0;2.0-beta1;PRE-RELEASE;Added AsynchAppender.;Add class;Add support for a new feature
18.09.2012;2.0;2.0-beta1;PRE-RELEASE;PatternLayout was not honoring format modifiers. Fixes LOG4J-81.;Fix wrong implementation;Bug fix
18.09.2012;2.0;2.0-beta1;PRE-RELEASE;Created web module to allow web applications to include the Log4j context listener in WEB-INF/lib even if Log4j is in the container's class path. Allow locating the LoggerContext to include the ClassLoader. Updated the Loader utility to always choose the child ClassLoader. Verified in Jboss 5 and Tomcat.	;Add feature;Add support for a new feature
18.09.2012;2.0;2.0-beta1;PRE-RELEASE;MarkerFilter called MarkerManager.getMarker causing the Marker to be created during the processing of the configuration. This prevents the application from creating the Marker with any parents. MarkerWrapper in SLF4J-impl was getting a ClassCastException in instanceOf because the Marker isn't a MarkerWrapper. Fixes LOG4J2-82.;Fix wrong implementation;Bug fix
18.09.2012;2.0;2.0-beta1;PRE-RELEASE;Allow Log4j 2 to be used as the implementation with SLF4J and SLF4J's jcl-over-slf4j by adding filtering to the log method in SLF4JLogger. Fixes LOG4J2-80. Thanks to Oliver Lamy.	;Add support;Add support for a new feature
18.09.2012;2.0;2.0-beta1;PRE-RELEASE;LogFactoryImpl.setAttribute in the Commons Logging bridge got a NullPointerException when passed a null value. It will now remove the attribute. Fixes LOG4J2-78.;Fix exception;Bug fix
18.09.2012;2.0;2.0-beta1;PRE-RELEASE;RoutingAppender was calling the stop method for each of its referenced Appenders and was calling the stop method of the default Appender a second time. It will now only call the stop method of Appenders it creates. Fixes LOG4J2-77.;Fix wrong behaviour;Bug fix
18.09.2012;2.0;2.0-beta1;PRE-RELEASE;RewriteAppender was calling the stop method of the referenced appender causing the referenced appender's manager to have its use count decremented too many times. Fixes LOG4J2-76.;Fix wrong behaviour;Bug fix
18.09.2012;2.0;2.0-beta1;PRE-RELEASE;Logger.error(Marker, Message, Throwable) was internally using Level.TRACE. Fixes LOG4J2-74.	;Fix wrong parameter;Bug fix
18.09.2012;2.0;2.0-beta1;PRE-RELEASE;Enhanced Log4jContextListener to accept a configuration file location. Modified FileConfigurationMonitor to monitor files configured that way. Fixed other reconfiguration related bugs. Tested in JBoss and Tomcat. Fixes LOG4J2-75.;Change accepted parameters;Code redesign
18.09.2012;2.0;2.0-beta1;PRE-RELEASE;NullPointerException in RollingFileManager when filePattern does not cause the file to be compressed. Fixes LOG4J2-72.;Fix exception;Bug fix
18.09.2012;2.0;2.0-beta1;PRE-RELEASE;FileRenameAction did not create the parent directories of the archive files causing the rollover to fail. Fixes LOG4J2-71.;Fix wrong implementation;Bug fix
18.09.2012;2.0;2.0-beta1;PRE-RELEASE;Update the versions of SLF4J and Logback.;Dependency update;Update dependency
24.08.2012;2.0;2.0-alpha2;PRE-RELEASE;;;
24.08.2012;2.0;2.0-alpha2;PRE-RELEASE;Add getLogger(Class) to LogManager. Fixes LOG4J2-70.;Add method;Add support for a new feature
24.08.2012;2.0;2.0-alpha2;PRE-RELEASE;Allow Flume agents to be embedded into the Flume Appender. Fixes LOG4J2-69.	;Add support;Add support for a new feature
24.08.2012;2.0;2.0-alpha2;PRE-RELEASE;Add support for formatting using String.format(). Fixes LOG4J2-68.;Add support for formatting;Add support for a new feature
24.08.2012;2.0;2.0-alpha2;PRE-RELEASE;Allow components besides core to create a PluginMap for faster plugin loading and not having to specify the plugin package in the configuration. Fixes LOG4J2-67.;Allow for faster plugin loading;Add support for a new feature
24.08.2012;2.0;2.0-alpha2;PRE-RELEASE;Fix compilation problems in Java 7. Fixes LOG4J2-64.;Fix compilation problems;Bug fix
24.08.2012;2.0;2.0-alpha2;PRE-RELEASE;Allow variable substitution on the configuration attributes and on the root log level. Fixes LOG4J2-65.;Add support;Bug fix
29.07.2012;2.0;2.0-alpha1;PRE-RELEASE;;;
29.07.2012;2.0;2.0-alpha1;PRE-RELEASE;Added ability to filter on the AppenderRef by adding either a level or a filter. Fixes LOG4J2-60. Thanks to Shane Kelly.;Add ability to filter;Add support for a new feature
29.07.2012;2.0;2.0-alpha1;PRE-RELEASE;Level.toLevel would throw an IllegalArgumentException instead of returning the default value. Fixes LOG4J2-56. Thanks to John Owen Atala.;Fix exception;Bug fix
29.07.2012;2.0;2.0-alpha1;PRE-RELEASE;Remove LoggerContext support for custom logger factories. All Loggers returned by LoggerContext should be compatibile and of the same type. Fixes LOG4J2-51. Thanks to John Vasileff.;Remove class;Code redesign
29.07.2012;2.0;2.0-alpha1;PRE-RELEASE;Make sure all application facing log methods use their own FQCN. This patch resolves a unit test failure for the %C pattern when using the Category logger. Fixes LOG4J2-50. Thanks to John Vasileff.;Fix error;Bug fix
