Changes,General Category
"BUGFIX: Compiling multi-module projects would fail on forcing new rounds. Issue #1723, Issue #1858, Issue #1946, Issue #2028",Bug fix
Issue #1858,Bug fix
Issue #1946,Bug fix
Issue #2028,Bug fix
,
PLATFORM: Support for Eclipse Photon. Issue #1831,Bug fix
PLATFORM: Angular IDE is now recognized by the installer Issue #1830,Support for external development tool
PLATFORM: Many improvements for lombok's JDK10/11 support.,Maintainability improvement
BREAKING CHANGE: The @FieldNameConstants feature has been completely redesigned. Issue #1774 FieldNameConstants documentation,Code redesign
"BREAKING CHANGE: Lombok will now always copy specific annotations around (from field to getter, from field to builder 'setter', etcetera): A specific curated list of known annotations where that is the right thing to do (generally, @NonNull style annotations from various libraries), as well as any annotations you explicitly list in the lombok.copyableAnnotations config key in your lombok.config file. Also, lombok is more consistent about copying these annotations. (Previous behaviour: Lombok used to copy any annotation whose simple name was NonNull, Nullable, or CheckForNull). Issue #1570 and Issue #1634",Code redesign
FEATURE: Lombok's @NonNull annotation can now be used on type usages (annotation on type usages has been introduced in JDK 8). @Builder's @Singular annotation now properly deals with annotations on the generics type on the collection: @Singular List<@NonNull String> names; now does the right thing.,Add support for a new feature
"FEATURE: You can now mix @SuperBuilder and toBuilder, and toBuilder no longer throws NullPointerException if a @Singular-marked collection field is null. Issue #1324",Bug fix
"FEATURE: delombok now supports module paths via the --module-path option, and will automatically add lombok itself to the module path. This should make it possible to delombok your modularized projects. Issue #1848",Bug fix
FEATURE: You can pass @args.txt to delombok to read args from the text file; useful if you have really long classpaths you need to pass to delombok. Issue #1795,Add support for a new feature
BUGFIX: @NoArgsConstructor(force=true) would try to initialize already initialized final fields in Eclipse. Issue #1829,Bug fix
"BUGFIX: When using lombok to compile modularized (module-info.java-style) code, if the module name has dots in it, it wouldn't work. Issue #1808",Bug fix
BUGFIX: Errors about lombok not reading a module providing org.mapstruct.ap.spi when trying to use lombok in jigsaw-mode on JDK 11. Issue #1806,Bug fix
BUGFIX: Fix NetBeans compile on save. Issue #1770,Bug fix
"BUGFIX: If you manually write your builder class so you can add a few methods of your own, and those methods refer to generated methods, you'd usually run into various bizarre error messages, but only on JDK9/10/11. This one is hard to describe, but we fixed it. Issue #1907",Bug fix
,
BUGFIX: mapstruct + lombok in eclipse should hopefully work again. Issue #1359 and mapstruct issue #1159,Bug fix
BUGFIX: Equals and hashCode again exclude transient fields by default. Issue #1724,Bug fix
"BUGFIX: Eclipse 'organize imports' feature (either explicitly, or if automatically triggered on saving via 'save actions') would remove the import for lombok.var. Issue #1783",Bug fix
BUGFIX: Lombok and gradle v4.9 didn't work together; that's been fixed. Issue #1716 and gradle-apt-plugin issue #87,Bug fix
"FEATURE: You can now make builders for type hierarchies, using the new (experimental) @SuperBuilder annotation. Thanks for the contribution, Jan Rieke. @SuperBuilder documentation",Add support for a new feature
"FEATURE: @NoArgsConstructor, including forcing one with lombok.config: lombok.noArgsConstructor.extraPrivate=true now take any defaults set with @Builder.Default into account. Issue #1347",Add support for a new feature
,
BREAKING CHANGE: The in 1.16.22 introduced configuration key lombok.noArgsConstructor.extraPrivate is now false by default. Issue #1708,Bug fix
"BUGFIX: Do not generate a private no-args constructor if that breaks the code. Issue #1703, Issue #1704, Issue #1712",Bug fix
Issue #1704,Bug fix
Issue #1712,Bug fix
BUGFIX: Using boolean parameters in lombok annotations would fail. Issue #1709,Bug fix
BUGFIX: Delombok would give an error message. Issue #1705,Bug fix
BUGFIX: Eclipse java10 var support didn't work if lombok was installed in your eclipse. Issue #1676,Bug fix
FEATURE: Google's Flogger (a.k.a. FluentLogger) is now available via @Flogger. Issue #1697,Add support for a new feature
"FEATURE: @FieldNameConstants has been extended to support prefixes and suffixes. By default, the generated constants are prefixed with FIELD_. Docs on @FieldNameConstants.",Add support for a new feature
,
FEATURE: Private no-args constructor for @Data and @Value to enable deserialization frameworks (like Jackson) to operate out-of-the-box. Use lombok.noArgsConstructor.extraPrivate = false to disable this behavior.,Add support for a new feature
"FEATURE: Methods can now be marked for inclusion in toString, equals, and hashCode generation. There is a new mechanism to mark which fields (and now, methods) are to be included or excluded for the generation of these methods: mark the relevant member with for example @ToString.Include or @EqualsAndHashCode.Exclude. ToString documentation EqualsAndHashCode documentation",Add support for a new feature
FEATURE: @Getter and @Setter also allow onMethod and onParam when put on a type. Issue #1653,Add support for a new feature
FEATURE: @FieldNameConstants is a new feature that generates string constants for your field names. Docs on @FieldNameConstants.,Add support for a new feature
"PLATFORM: Lombok can be compiled on JDK10, and should run on JDK10. Issue #1693",Bug fix
PLATFORM: lombok now counts as an incremental annotation processor for gradle. Should speed up your gradle builds considerably! Issue #1580,Performance improvement
PLATFORM: Fix for using lombok together with JDK9+'s new module-info.java feature. Issue #985,Add support for a new feature
BUGFIX: Solved some issues in eclipse that resulted in error 'A save participant caused problems'. Issue #879,Bug fix
BUGFIX: Netbeans on jdk9. Issue #1617,Bug fix
BUGFIX: Netbeans < 9. Issue #1555,Bug fix
"PROMOTION: var has been promoted from experimental to the main package with no changes. The 'old' experimental one is still around but is deprecated, and is an alias for the new main package one. var documentation.",Code redesign
"OLD-CRUFT: lombok.experimental.Builder and lombok.experimental.Value are deprecated remnants of when these features were still in experimental. They are now removed entirely. If your project is dependent on an older version of lombok which still has those; fret not, lombok still processes these annotations. It just no longer includes them in the jar.",Deprecate functionality
,
"PLATFORM: Better support for jdk9 in the new IntelliJ, Netbeans and for Gradle.",Maintainability improvement
"BREAKING CHANGE: lombok config key lombok.addJavaxGeneratedAnnotation now defaults to false instead of true. Oracle broke this annotation with the release of JDK9, necessitating this breaking change.",Code redesign
"BREAKING CHANGE: lombok config key lombok.anyConstructor.suppressConstructorProperties is now deprecated and defaults to true, that is, by default lombok no longer automatically generates @ConstructorProperties annotations. New config key lombok.anyConstructor.addConstructorProperties now exists; set it to true if you want the old behavior. Oracle more or less broke this annotation with the release of JDK9, necessitating this breaking change.",Deprecate functionality
DEVELOPMENT: Compiling lombok on JDK1.9 is now possible.,Maintainability improvement
"BUGFIX: The generated hashCode would break the contract if callSuper=true,of={}. Issue #1505",Bug fix
BUGFIX: delombok no longer prints the synthetic outer-class parameter. Issue #1521,Bug fix
BUGFIX: @Builder.Default now also works when type parameters are present. Issue #1527,Bug fix
BUGFIX: @Builder now also works on method with a generified return type. Issue #1420,Bug fix
"INSTALLER: By default, the lombok installer now inserts an absolute path in eclipse.ini and friends, instead of a relative path. If you want the old behavior, you can use java -jar -Dlombok.installer.fullpath=false lombok.jar.",Code redesign
,
PLATFORM: JDK9 support much improved since v1.16.16; Issue #985,Maintainability improvement
BUGFIX: Lombok now works with Bazel and Error Prone. Issue #1290,Bug fix
"FEATURE: Lombok has a new website! A few very minor changes to the code to be more consistent with it have been added, mostly to the javadoc.",Documentation
,
FEATURE: @Builder.Default lets you configure default values for your fields when using @Builder. See the Builder feature page for more information. Issue #1201,Add support for a new feature
"PLATFORM: JDK9 now supported for compilation (delomboking with java9 not yet possible). Note, you'll have to do some command line wrangling. See Issue #985",Maintainability improvement
"BUGFIX: The onX feature (which lets you add annotations to generated methods) did not work if the annotation you added contained named parameters, and you are compiling with JDK8's javac. We can't fix this (it's a bug in javac), but we have provided an alternate, prettier way to do onX on javac8+. Issue #778 onX documentation",Bug fix
"BUGFIX: @Data and @Value now respect the configuration for field access when generating equals, hashCode and toString. Issue #1329",Bug fix
BUGFIX: @Builder now marks generated builder 'setters' as @Deprecated if the source field is deprecated. Issue #1342,Bug fix
CHANGE: @ConstructorProperties will now also be generated for private and package private constructors. This is useful for Jackson Issue #1180,Code redesign
,
"FEATURE: Generated classes, methods and fields can now also annotated with @lombok.Generated Issue #1014",Add support for a new feature
"PLATFORM: Lombok can now be used together with other annotation processors that are looking for lombok-generated methods, but only if lombok is the first annotation processor executed. The most commonly used annotation processor affected by this change is MapStruct; we've worked with the mapstruct team specifically to allow any order. Other annotation processors might follow the framework we've built to make this possible; point the authors of any such processor to us and we'll get it sorted MapStruct issue #510 Lombok issue #973",Support for external development tool
PLATFORM: Eclipse: Refactor script 'rename field' when lombok has also generated getters and/or setters for this field is nicer now Issue #210,Maintainability improvement
BUGFIX: Something you never encountered. Issue #1274,Bug fix
"DEPRECATION: The configuration key lombok.addGeneratedAnnotation is now deprecated, use lombok.addJavaxGeneratedAnnotation instead.",Deprecate functionality
,
"FEATURE: var is the mutable sister of val. For now experimental, and opt-in using ALLOW in the flagUsage configuration key. Thanks for the contribution, Bulgakov Alexander.",Add support for a new feature
CHANGE: @Value and @FieldDefaults no longer touch static fields Issue #1254,Code redesign
BUGFIX: val in lambda expressions now work as expected Issue #911,Bug fix
BUGFIX: Getter(lazy=true) now emits an error message when used on a transient field Issue #1236,Bug fix
BUGFIX: Annotation Processors that use ecj internally (dagger) no longer give linkage errors Issue #1218,Bug fix
PLATFORM: Red Hat JBoss Developer Studio is now correctly identified by the installer Issue #1164,Bug fix
BUGFIX: delombok: for-loops with initializers that are not local variables would be generated incorrectly Issue #1076,Bug fix
,
FEATURE: Added support for JBoss logger Issue #1103,Add support for a new feature
ENHANCEMENT: Running javac -Xlint:all would generate a warning about unclaimed annotations Issue #1117,Bug fix
BUGFIX: Eclipse Mars would sometimes throw a NullPointerException when using @Delegate Issue #913,Bug fix
ENHANCEMENT: Add support for older maven-compiler-plugin Issue #1138,Bug fix
,
PLATFORM: Starting jdk9 support: No more error message regarding pid,Add support for a new feature
FEATURE: @Builder updates: It now generates clearFieldName() methods if @Singular is used. Issue #967.,Add support for a new feature
FEATURE: @Builder updates: The annotation can now be put on instance methods. Issue #63.,Add support for a new feature
FEATURE: @Builder updates: @Singular now supports guava's ImmutableTable Issue #937.,Add support for a new feature
"FEATURE: A lombok.config key can now be used to make your fields final and/or private... everywhere. We'll be monitoring the performance impact of this for a while. We'll touch every source file if you turn these on, and even if you don't, we have to call into the lombok config system for every file.",Add support for a new feature
FEATURE: A lombok.config key can now be used to set the default behaviour of @EqualsAndHashCode when generating methods for a class that extends something in regards to calling the superclass implementations of equals and hashCode or not. Issue #965.,Add support for a new feature
FEATURE: Putting @Wither on abstract classes now generates something slightly more useful: An abstract wither method. Issue #945.,Add support for a new feature
BUGFIX: @Helper used to only be be legal in pretty specific places; now it works just about everywhere.,Bug fix
BUGFIX: lambdas with 1 argument that has an explicit type did not pretty print correctly. Issue #972.,Bug fix
"BUGFIX: When using delombok, a source file with only @NonNull annotations on parameters as lombok feature would not get properly delomboked. Issue #950.",Bug fix
BUGFIX: @Delegate in javac would generate arrays instead of varargs parameters. Issue #932.,Bug fix
BUGFIX: @Value and @FieldDefaults no longer make uninitialized static fields final. Issue #928.,Bug fix
ENHANCEMENT: @Builder.ObtainVia now has @Retention(SOURCE) Issue #986.,Add support for a new feature
"ENHANCEMENT: Putting @NonNull on a parameter of an abstract method no longer generates a warning, to allow you to use this annotation to document intended behaviour Issue #807.",Bug fix
,
FEATURE: @Helper can be placed on method-local inner classes to make all methods in the class accessible to the rest of the method. Full documentation.,Add support for a new feature
"FEATURE: @Builder(toBuilder = true) is now available. It produces an instance method that creates a new builder, initialized with all the values of that instance. For more, read the Feature page on Builder.",Add support for a new feature
"FEATURE: the hashCode() method generated by lombok via @EqualsAndHashCode, @Data, and @Value is now smarter about nulls; they are treated as if they hash to a magic prime instead of 0, which reduces hash collisions.",Performance improvement
FEATURE: @NoArgsConstructor(force = true) can be used to create no args constructors even if final fields are present.,Add support for a new feature
BUGFIX: Parameterized static methods with @Builder would produce compiler errors in javac. Issue #828.,Bug fix
BUGFIX: The new annotations-on-types feature introduced in JDK8 did not delombok correctly. Issue #855.,Bug fix
PERFORMANCE: the config system caused significant slowdowns in eclipse if the filesystem is very slow (network file system) or has a slow authentication system.,Performance improvement
BUGFIX: Various quickfixes in Eclipse Mars were broken. Issue #861 Issue #866 Issue #870.,Bug fix
-,Bug fix
-,Bug fix
,
BUGFIX: Lombok now works with Eclipse Mars.,Bug fix
BUGFIX: @UtilityClass could result in uninitialized static variables if compiled with ecj/eclipse. Issue #839,Bug fix
"BUGFIX: This version of lombok has a refactored launcher (the one introduced in v1.16.0), which fixes various bugs related to errors in eclipse concerning loading classes, failure to find lombok classes, and errors on ClassLoaders. Probably impacts issues Issue #767 and Issue #826.",Bug fix
-,Bug fix
,
FEATURE: The config key lombok.extern.findbugs.addSuppressFBWarnings can now be used to add findbugs suppress warnings annotations to all code lombok generates. This addresses feature request Issue #737.,Add support for a new feature
"FEATURE: New lombok annotation: @UtilityClass, for making utility classes (not instantiable, contains only static 'function' methods). See the feature documentation for more information.",Add support for a new feature
BUGFIX: The ant delombok task was broken starting with v1.16.0. Note that the task def class has been changed; taskdef lombok.delombok.ant.Tasks$Delombok instead of the old lombok.delombok.ant.DelombokTask. Issue #810.,Bug fix
BUGFIX: val in javac would occasionally fail if used inside inner classes. This is (probably) fixed. Issue #729 and Issue #616.,Bug fix
-,Bug fix
"BUGFIX: Starting with v1.16.0, lombok would fail to execute as an executable jar if it was in a path with spaces in it. Issue #812.",Bug fix
BUGFIX: v1.16.0 did not work in old eclipse versions (such as eclipse indigo). Issue #818.,Bug fix
,
"BUGFIX: @ExtensionMethod was broken in Eclipse using java 8. Issue #777, Issue #782",Bug fix
"BUGFIX: delombok: Using exotic characters in your source files would overzealously backslash-u escape them. Now, all characters are printed unescaped, assuming your chosen encoding can support them. Otherwise, they are escaped. Issue #794",Bug fix
"PROMOTION: @Builder has graduated from experimental to the main package with a few changes (addition of @Singular, removal of the fluent and chain options). The old one still exists and has been deprecated.",Code redesign
"FEATURE: @Builder now supports adding the @Singular annotation to any field/parameter that represents a collection, which results in a method in the generated builder that takes in one element of that collection and adds it. Lombok takes care of generating the appropriate code to produce a compacted immutable version of the appropriate type. In this version, java.util collections and guava's ImmutableCollections are supported. See the feature documentation for more information.",Add support for a new feature
"FEATURE: Added a launcher to the lombok boot process which removes the need for -Xbootclasspath to be in your eclipse.ini file, and removes all non-public API and third party dependencies (such as ASM) from the lombok jar, thus removing them from your IDE's auto complete offerings in any project that uses lombok. For those debugging lombok, the launcher enables hot code replace which makes debugging a lot easier, as previously one was required to shut down the IDE, rebuild the jar, and relaunch. Add -Dshadow.override.lombok=/path/to/lombok/bin to the launch target for hot code replace.",Add support for a new feature
,
PERFORMANCE: The configuration system typically hit the filesystem twice per read configuration key instead of hardly ever. This is a continuation of Issue #717.,Bug fix
,
BUGFIX: Usage of val would break starting with JDK8 release 1.8.0_20. Issue #766,Bug fix
"BUGFIX: Depending on your eclipse project setup, releases v1.14.0 through v1.14.4 could noticably slow down your eclipse. Issue #717.",Bug fix
,
BUGFIX: GWT produces errors in handlers on line 1 in any source files that use lombok; this has been fixed. Issue #734,Bug fix
BUGFIX-IN-PROGRESS: Many pathfinder issues in eclipse (see the bugfix in progress in v1.14.2) have now been fixed. Issue #717,Bug fix
,
BUGFIX: syntax highlighting in eclipse will become weird and auto-complete may stop working amongst other eclipse features in v1.14.0 (regression from v1.12.6). Issue #723,Bug fix
FEATURE: Added @Tolerate; put this annotation on any method or constructor and lombok will skip it when considering whether or not to generate a method or constructor. This is useful if the types of the parameters of your method do not clash with what lombok would generate.,Add support for a new feature
"FEATURE: Added config key lombok.getter.noIsPrefix, which lets you disable use and generation of isFoo(), instead going with getFoo(), for {@code boolean} fields.",Add support for a new feature
BUGFIX: Errors in the eclipse log with IndexOutOfBound: 2 in ASTConverter.convertType. Issue #721,Bug fix
"BUGFIX-IN-PROGRESS: As yet unknown conditions in eclipse result in lots of IllegalArgumentException in the log with message ""Path must include project and resource name"". Also, 'invalid URL' or 'URI not absolute' errors can occur when using exotic file system abstractions such as Jazz. These bugs haven't been fixed, but instead of catastrophic failure, warning logs will be emitted instead. Issue #717",Bug fix
BUGFIX: mvn builds fail with a 'URI not absolute' exception. Issue #718,Bug fix
,
"FEATURE: You can now configure aspects of lombok project wide (or even workspace wide, or just for a single package) via the configuration system. You can configure many things; run java -jar lombok.jar config -gv for the complete list.",Add support for a new feature
"DEPRECATION: @Delegate has been moved to lombok.experimental.Delegate, and corner cases such as recursive delegation (delegating a type that itself has fields or methods annotated with @Delegate) are now error conditions. See the feature documentation for more information.",Deprecate functionality
"FEATURE: It is now possible to put annotations, such as @Nullable, on the one parameter of generated equals() methods by specifying the onParam= option on @EqualsAndHashCode, similar to how that feature already exists for @Setter. Issue #709",Add support for a new feature
CHANGE: suppressConstructorProperties should now be configured via lombok configuration. Issue #694,Code redesign
"CHANGE: The canEqual method generated by @EqualsAndHashCode, @Value and @Data is now protected instead of public. Issue #695",Code redesign
"BUGFIX: Major work on improving support for JDK8, both for javac and eclipse.",Bug fix
BUGFIX: Deadlocks would occasionally occur in eclipse when using lazy getters Issue #625,Bug fix
BUGFIX: Usage of @SneakyThrows with a javac from JDK8 with -target 1.8 would result in a post compiler error. Issue #690,Bug fix
BUGFIX: Switching workspace on some versions of eclipse resulted in a 'duplicate field' error. Issue #701,Bug fix
,
"BUGFIX: Deadlocks would occasionally occur in eclipse during project builds, especially if using the gradle plugin. Issue #680",Bug fix
PLATFORM: Added support for Eclipse Luna. Issue #644,Support for external development tool
PLATFORM: Initial JDK8 support for eclipse's alpha support in kepler. Issue #632,Add support for a new feature
"FEATURE: The various @Log annotations now support the topic parameter, which sets the logger's name. The default remains the fully qualified type name of the class itself. Issue #667.",Add support for a new feature
BUGFIX: Using lombok with IntelliJ and the IBM JDK would result in NPEs during initialization. Issue #683.,Bug fix
BUGFIX: Eclipse quickfix Surround with try/catch block didn't work inside @SneakyThrows annotated methods Issue #511.,Bug fix
BUGFIX: Eclipse refactoring Extract Local Variable didn't work inside @SneakyThrows annotated methods Issue #668.,Bug fix
BUGFIX: {Netbeans} @SneakyThrows would lead to unused import and break refactorings Issue #544.,Bug fix
BUGFIX: Eclipse Organize Imports would generate error: AST must not be null Issue #666.,Bug fix
BUGFIX: Copying javadoc to getters / setters / withers would copy non-relevant sections too. Issue #620.,Bug fix
"ENHANCEMENT: Lombok used to ship with JNA. It added over 800k to the size of lombok.jar and could mess with usage of JNA in your local environment, especially in eclipse. Issue #682",Performance improvement
DETAIL: {Delombok} Inside enum bodies the delombok formatter didn't respect the emptyLines directive Issue #664.,Bug fix
DETAIL: Use smaller primes (<127) for generating hashcodes Issue #660,Performance improvement
,
BUGFIX: v1.12.2's delombok turns all operator+assignments into just assignment. Fixed. Issue #633,Bug fix
BUGFIX: {Netbeans} v1.12.2 doesn't well with netbeans. Issue #626,Bug fix
ENHANCEMENT: Delombok now supports varied options for how it formats the resulting source files. This includes scanning the source for things like the preferred indent. Use option --format-help for more information. Issue #643,Add support for a new feature
"DETAIL: The primes lombok generates for use in generated hashCode() methods used to be direct copies from Effective Java. It turns out these particular primes are used so much, they tend to be a bit more collision-prone, so we switched them. Now, '277' is used instead of '31'. The primes for booleans have also been changed. Issue #660",Performance improvement
,
"PLATFORM: Initial JDK8 support, without affecting existing support for JDK6 and 7. Issue #524. While lombok will now work on JDK8 / javac8, and netbeans 7.4 and up, lombok does not (yet) support new language features introduced with java8, such as lambda expressions. Support for these features will be added in a future version.",Add support for a new feature
PLATFORM: Running javac on IBM J9 VM would cause NullPointerExceptions when compiling with lombok. These issues should be fixed. Issue #589.,Bug fix
"CHANGE: [JDK8-related] The canonical way to write onMethod / onParameter / onConstructor annotation now uses a double underscore instead of a single underscore, so, now, the proper way to use this feature is @RequiredArgsConstructor(onConstructor=@__(@Inject)). The old way (single underscore) still works, but generates warnings on javac 8.",Code redesign
BUGFIX: Using @NonNull on an abstract method used to cause exceptions during compilation. Issue #594.,Bug fix
BUGFIX: Using @NonNull on methods that also have @SneakyThrows or @Synchronized caused arbitrary behaviour. Issue #623.,Bug fix
"GERMANY: Major version bumped from 0 to 1, because allegedly this is important. Rest assured, this change is nevertheless backwards compatible.",Update dependency
,
"FEATURE: javadoc on fields will now be copied to generated getters / setters / withers. There are ways to specify separate javadoc for the field, the setter, and the getter, and @param and @return are handled appropriately. Addresses feature request Issue #132. @Getter and @Setter documentation. @Wither documentation.",Add support for a new feature
CHANGE: The desugaring of @Getter(lazy=true) is now less object creation intensive. Documentation has been updated to reflect what the new desugaring looks like. @Getter(lazy=true) documentation.,Code redesign
-,Documentation
"PROMOTION: @Value has been promoted from experimental to the main package with no changes. The 'old' experimental one is still around but is deprecated, and is an alias for the new main package one. @Value documentation.",Code redesign
"FEATURE: {Experimental} @Builder support. One of our earliest feature request issues, Issue #89, has finally been addressed. @Builder documentation.",Add support for a new feature
FEATURE: @NonNull on a method or constructor parameter now generates a null-check statement at the start of your method. This nullcheck will throw a NullPointerException with the name of the parameter as the message. Issue #549,Add support for a new feature
BUGFIX: Usage of Lombok.sneakyThrow() or @SneakyThrows would sometimes result in invalid classes (classes which fail with VerifyError). Issue #543,Bug fix
BUGFIX: Using val in try-with-resources did not work for javac. Issue #555,Bug fix
"BUGFIX: When using @Data, warnings are not generated if certain aspects are not generated because you wrote explicit versions of them. However, this gets confusing with equals / hashCode / canEqual, as nothing is generated if any one of those methods is present. Now, if one of equals or hashCode is present but not the other one (or canEqual is present but equals and/or hashCode is missing), a warning is emitted to explain that lombok will not generate any of the equals / hashCode methods, and that you should either write them all yourself or remove them all. Issue #548",Bug fix
BUGFIX: Possibly fixed a race condition in patcher Issue #566.,Bug fix
,
FEATURE: Major performance improvements in eclipse by profiling the project clean process.,Performance improvement
"CHANGE: {Experimental} The experimental @Value feature no longer implies the also experimental @Wither. If you like your @Value classes to make withers, add @Wither to the class right next to @Value.",Code redesign
"FEATURE: {Experimental} Reintroduced onMethod, onConstructor and onParam to @Getter, @Setter, @Wither, and @XArgsConstructor. These parameters allow you to add annotations to the methods/constructors that lombok will generate. This is a workaround feature: The stability of the feature on future versions of javac is not guaranteed, and if a better way to implement this feature is found, this feature's current incarnation will be removed without a reasonable period of deprecation. Documentation on the onX feature",Add support for a new feature
FEATURE: Added support for Log4j v2.0 via @Log4j2 Issue #505,Add support for a new feature
ENHANCEMENT: The Lombok installer can now find and install lombok into JBoss Developer Studio. The installer will now also look for eclipse and eclipse variants in your home directory. Issue #507,Support for external development tool
"BUGFIX: @ExtensionMethods no longer causes VerifyError exceptions when running eclipse-compiled code if extension methods are called on expressions which are method calls whose return type is a type variable. For example, someList.get(i).extensionMethod() would fail that way. Issue #509",Bug fix
BUGFIX: java 7's try-with-resources statement did not delombok correctly. Issue #532,Bug fix
,
FEATURE: Lombok can be disabled entirely for any given compile run by using JVM switch -Dlombok.disable. This might be useful for code style checkers and such.,Add support for a new feature
FEATURE: Added support for Slf4j extended logger Issue #494,Add support for a new feature
BUGFIX: {Delombok} Running delombok has been causing VerifyError errors when used with javac 1.7 since 0.11.0. Issue #495,Bug fix
BUGFIX: A conflict between lombok and certain eclipse plugins would result in NullPointerExceptions in the log when using @Delegate.,Bug fix
BUGFIX: NullPointerException in lombok.&#8203;javac.&#8203;handlers.&#8203;JavacHandlerUtil.&#8203;upToTypeNode&#8203;(JavacHandlerUtil.java:978) when compiling with @ExtensionMethod in javac and generated constructors are involved. Issue #496,Bug fix
"BUGFIX: @Deprecated on a field that gets a generated setter in eclipse would result in IllegalArgumentException, which you wouldn't see unless you have the error log open. If you have save actions defined, you'd get a popup box with the exception. Now fixed. Issue #481",Bug fix
,
"FEATURE: {Experimental} @Value, @Wither and @FieldDefaults are now available. These are a lot like @Data but geared towards immutable classes. Documentation on @Value, Documentation on @Wither and Documentation on @FieldDefaults.",Add support for a new feature
-,Documentation
BUGFIX: Eclipse would throw an OOME if using @ExtensionMethod. Issue #463,Bug fix
BUGFIX: {Netbeans} @Cleanup and @Synchronized cause far fewer issues in the netbeans editor. Issue #466,Bug fix
BUGFIX: {Installer} Erroneous messages about the installer complaining about needing root access when installing or removing lombok from eclipse installs has been fixed. The installer edge of this problem was actually already fixed in v0.11.2. Issue #436,Bug fix
BUGFIX: @ExtensionMethod had all sorts of issues in javac. Issue #472,Bug fix
"BUGFIX: Generating static constructors with javac when you have fields with generics, i.e. Class<T>, caused errors. Issue #469",Bug fix
"BUGFIX: Minor @ExtensionMethod issues in eclipse, such as the ability to call extension methods on a super reference which is now no longer possible. Issue #479",Bug fix
,
FEATURE: {Experimental} @ExtensionMethod is now available to add extensions to any type in the form of static methods that take as first parameter an object of that type. Documentation on @ExtensionMethod,Add support for a new feature
-,Documentation
FEATURE: ONGOING: Fix for using lombok together with gwt-designer.,Bug fix
ENHANCEMENT: Small performance enhancements in equals and hashCode. Issue #439,Performance improvement
BUGFIX: Eclipse would display an error message regarding an invalid super constructor in the wrong location. Issue #409,Bug fix
BUGFIX: Eclipse refactor script 'rename method arguments' should work more often with lombok-affected methods.,Bug fix
BUGFIX: Using val in an enhanced for loop did not work if the iterable was a raw type.,Bug fix
"BUGFIX: Using @Getter(lazy=true) when the data type is boolean, int, array, or some other type that requires special treatment for hashCode/equals, now works properly with @Data, @EqualsHashCode and @ToString. Issue #449",Bug fix
BUGFIX: SneakyThrows in constructor should not wrap this/super call in try-block Issue #454,Bug fix
BUGFIX: Setting breakpoints on code above the first generated method was not possible. Issue #450,Bug fix
,
"FEATURE: {Experimental} 'fluent' getters and setters (using just fieldName as methodname instead of getFieldName), setters that return this instead of void, and support for fields with prefixes is introduced with this lombok version. Also, the number of parameters of any existing methods with the same name that lombok would generate are now taken into account; previously if you had any method named setX regardless of how many parameters it has, lombok would avoid generating a setX method. Now lombok generates the method if all present setX methods have a number of parameters other than 1. documentation.",Add support for a new feature
FEATURE: The combination of @Delegate and @Getter or @Data will now delegate to the result of a generated getter. Issue #401,Bug fix
FEATURE: Developing android apps on eclipse with lombok is now possible by running java -jar lombok.jar publicApi and including the generated jar in your project. Documentation on using lombok for android development.,Add support for a new feature
-,Documentation
BUGFIX: In NetBeans the generated default constructor would still be generated even if Lombok also generated constructors. Issue #399,Bug fix
BUGFIX: Some classes that contain @SneakyThrows would not compile (throw ClassFormatError). Issue #412,Bug fix
"BUGFIX: delombok: When @Delegate would generate a method with type parameters of the type T extends package.Class, a dot would be prepended to the type name. Issue #414",Bug fix
BUGFIX: @Getter and @Setter now generate deprecated methods for deprecated fields. Fixes Issue #415,Bug fix
BUGFIX: @Delegate would not generate @Deprecated on methods marked deprecated in javadoc. Fixes Issue #421,Bug fix
BUGFIX: Using val with a type like Outer<TypeArgs>.Inner now works. Issue #416,Bug fix
"BUGFIX: @Getter(lazy=true) where the variable type is a primitive and the initializing expression is of a different primitive type that would type coerce implicitly, i.e. ints can be assigned to longs without a cast, didn't work before. Issue #418",Bug fix
"BUGFIX: val is no longer legal inside basic for loops (the old kind, not the foreach kind). These variables should rarely be final, and in practice it wasn't possible to delombok this code properly. Issue #419",Bug fix
BUGFIX: PrettyCommentsPrinter now prints default clause of annotation methods. Fixes Issue #423,Bug fix
,
"FEATURE: @Delegate can now be used on a no-argument method, which works similarly to adding it to fields. See documentation.",Add support for a new feature
-,Documentation
BUGFIX: Eclipse refactoring Extract Interface was broken when using lombok annotation to generate methods. Issue #159,Bug fix
BUGFIX: Eclipse action Sort Members was broken when using lombok annotations to generate methods or fields. Issue #338,Bug fix
BUGFIX: Eclipse action Refactor/Rename on an inner type was broken when using lombok annotations. Issue #389,Bug fix
"BUGFIX: 0.10.6 causes ClassNotFoundErrors when using ecj (and thus, play framework, gwt, etc). Issue #393",Bug fix
BUGFIX: Eclipse parsing was broken when using lombok annotations with parentheses. Issue #398,Bug fix
ENHANCEMENT: Lombok now adds a line to the Eclipse About dialog about itself.,Add support for a new feature
,
"PERFORMANCE: Performance issues (memory leaks) when using lombok in netbeans, introduced in 0.10, have been fixed. Issue #315",Bug fix
"BUGFIX: Eclipse quickfix ""Add unimplemented methods"" would sometimes insert the new method stubs in strange places, especially if @Data was present. Issue #124",Bug fix
