Year,Date,Agg version,Version,Release,Changes,"",Type,General,General Category
2010,25/07/2010,0.9,0.9.3,PATCH,"FEATURE: Three new annotations, @NoArgsConstructor, @RequiredArgsConstructor and @AllArgsConstructor have been added. These split off @Data's ability to generate constructors, and also allow you to finetune what kind of constructor you want. In addition, by using these annotations, you can force generation of constructors even if you have your own. Issue #152",,New annotation,Add annotation,Add support for a new feature
2010,25/07/2010,0.9,0.9.3,PATCH,-,,New annotation,Add annotation,Add support for a new feature
2010,25/07/2010,0.9,0.9.3,PATCH,-,,New annotation,Add annotation,Add support for a new feature
2010,25/07/2010,0.9,0.9.3,PATCH,"FEATURE: Constructors generated by lombok now include a @java.beans.ConstructorProperties annotation. This does mean these constructors no longer work in java 1.5, as this is a java 1.6 feature. The annotation can be suppressed by setting suppressConstructorProperties to true in a @RequiredArgsConstructor or @AllArgsConstructor annotation. Issue #195",,,Add functionality,Add support for a new feature
2010,25/07/2010,0.9,0.9.3,PATCH,"FEATURE: generated toString, equals and hashCode methods will now use this.getX() and other.getX() instead of this.x and other.x if a suitable getter is available. This behaviour is useful for proxied classes, such as the POJOs that hibernate makes. Usage of the getters can be suppressed with @ToString/@EqualsAndHashCode(doNotUseGetters = true). Issue #183",,,Change implementation,Code redesign
2010,25/07/2010,0.9,0.9.3,PATCH,ENHANCEMENT: FindBugs' @CheckForNull is now copied from a field to a setter's parameter and the getter method just like @Nullable. Issue #201,,,Fix inconsistency,Code redesign
2010,25/07/2010,0.9,0.9.3,PATCH,ENHANCEMENT: plugins and @SneakyThrows: Resolving types in annotations now works better especially for classes that aren't in the core java libraries. Issue #161,,,Fix wrong implementation,Bug fix
2010,25/07/2010,0.9,0.9.3,PATCH,"ENHANCEMENT: If tools.jar isn't found (required when running delombok), now a useful error message is generated. The search for tools.jar now also looks in JAVA_HOME.",exception,Improve exception message ,Code refactoring,Maintainability improvement
2010,25/07/2010,0.9,0.9.3,PATCH,ENHANCEMENT: toString() on inner classes now lists the class name as Outer.Inner instead of just Inner. Issue #206,,,Change implementation,Code redesign
2010,25/07/2010,0.9,0.9.3,PATCH,"ENHANCEMENT: All field accesses generated by lombok are now qualified (like so: this.fieldName). For those who have a warning configured for unqualified field access, those should no longer occur. Issue #121",,,Change implementation,Code redesign
2010,25/07/2010,0.9,0.9.3,PATCH,"ENHANCEMENT: All fields and methods generated by lombok now get @SuppressWarnings(""all"") attached to avoid such warnings as missing javadoc, for those of you who have that warning enabled. Issue #120",,,Fix warnings,Bug fix
2010,25/07/2010,0.9,0.9.3,PATCH,"PLATFORMS: Lombok should now run in stand-alone ecj (Eclipse Compiler for Java). This isn't just useful for the few souls actually using this compiler day to day, but various eclipse build tools such as the RCP builder run ecj internally as well. Issue #145",,,Fix wrong implementation,Bug fix
2010,25/07/2010,0.9,0.9.3,PATCH,"BUGFIX: Eclipse: @Data and other annotations now don't throw errors when you include fields with bounded wildcard generics, such as List<? extends Number>. Issue #157",eclipse,,Fix failing compilation,Bug fix
2010,25/07/2010,0.9,0.9.3,PATCH,BUGFIX: complex enums didn't get delomboked properly. Issue #169,,complex enums didn't get delomboked properly,Fix wrong implementation,Bug fix
2010,25/07/2010,0.9,0.9.3,PATCH,"BUGFIX: delombok now no longer forgets to remove import lombok.AccessLevel;. In netbeans, that import will no longer be flagged erroneously as being unused. Issue #173 and Issue #176",netbeans,,Fix wrong implementation,Bug fix
2010,25/07/2010,0.9,0.9.3,PATCH,"BUGFIX: While its discouraged, import lombok.*; is supposed to work in the vast majority of cases. In eclipse, however, it didn't. Now it does. Issue #175",eclipse,,Fix wrong implementation,Bug fix
2010,25/07/2010,0.9,0.9.3,PATCH,"BUGFIX: When @Getter or @Setter is applied to a multiple field declaration, such as @Getter int x, y;, the annotation now applies to all fields, not just the first. Issue #127",,,Fix wrong implementation,Bug fix
2010,25/07/2010,0.9,0.9.3,PATCH,"BUGFIX: delombok on most javacs would quit with a NoSuchFieldError if it contains <?> style wildcards anywhere in the source, as well as at least 1 lombok annotation. No longer. Issue #207",,NoSuchFieldError,Handle exception,Bug fix
2010,25/07/2010,0.9,0.9.3,PATCH,"BUILD: dependencies are now fetched automatically via ivy, and most dependencies now include sources by default, which is particularly handy for those working on the lombok sources themselves.",,Dependencies are now fetched automatically,Code refactoring,Maintainability improvement
2009,15/12/2009,0.9,0.9.2,PATCH,,,,,
2009,15/12/2009,0.9,0.9.2,PATCH,preliminary support for lombok on NetBeans! - thanks go to Jan Lahoda from NetBeans. Issue #93,,,NetBeans,Support for external development tool
2009,15/12/2009,0.9,0.9.2,PATCH,"lombok now ships with the delombok tool, which copies an entire directory filled with sources to a new directory, desugaring any java files to what it would look like without lombok's transformations. Compiling the sources in this new directory without lombok support should result in the same class files as compiling the original with lombok support. Great to double check on what lombok is doing, and for chaining the delombok-ed sources to source-based java tools such as Google Web Toolkit or javadoc. lombok.jar itself also provides an ant task for delombok. Full documentation of delombok.",,delombok tool,Add functionality,Add support for a new feature
2009,15/12/2009,0.9,0.9.2,PATCH,"Lombok now works on openjdk7 (tested with JDK7m5)! For all the folks on the cutting edge, this should be very good news. Issue #134 - thanks go to Jan Lahoda from NetBeans.",,Adapt to newer Java version,Add functionality,Add support for a new feature
2009,15/12/2009,0.9,0.9.2,PATCH,lombok now has various command-line accessible utilities bundled with it. Run java -jar lombok.jar --help to see them. Included (aside from the already mentioned delombok):,,various command-line accessible utilities,Add functionality,Add support for a new feature
2009,15/12/2009,0.9,0.9.2,PATCH,Ability to create a tiny jar named lombok-runtime.jar with runtime dependencies. The lombok transformations that have a runtime dependency on this jar can be listed as well. Run java -jar lombok.jar createRuntime --help for more information.,,Ability to create a tiny jar named lombok-runtime.jar with runtime dependencies,Add functionality,Add support for a new feature
2009,15/12/2009,0.9,0.9.2,PATCH,"Scriptable command line install and uninstall options. Run java -jar lombok.jar install --help (or uninstall, of course) for more information. Technically this support has been there in earlier versions, but the command line options are now much more lenient, not to mention more visible.",,Scriptable command line install and uninstall options,Add functionality,Add support for a new feature
2009,15/12/2009,0.9,0.9.2,PATCH,Lombok now works on Springsource Tool Suite. Issue #95,,,SpringSource Tool,Support for external development tool
2009,15/12/2009,0.9,0.9.2,PATCH,"Lombok now works on JDK 1.6.0_0, for those of us who have really old JDK1.6's installed on their system. Issue #156",,Adapt to older Java version,Fix failing compilation,Bug fix
2009,15/12/2009,0.9,0.9.2,PATCH,"Erroneous use of lombok in Eclipse (adding it to a project as an annotation processor, which is not how lombok is to be used on Eclipse) now generates a useful warning message with helpful information, instead of a confusing error hidden in the logs. Issue #126",eclipse,Improve exception message ,Code refactoring,Maintainability improvement
2009,15/12/2009,0.9,0.9.2,PATCH,"FIXED: Regression bug where you would occasionally see errors with the gist 'loader constraint violation: when resolving...', such as when opening the help system, starting the diff editor, or, rarely, opening any java source file. Issue #141",,,Fix regression,Bug fix
2009,15/12/2009,0.9,0.9.2,PATCH,FIXED: @SneakyThrows without any parameters should default to Throwable.class but it didn't do anything in javac. Issue #146,,,Fix wrong implementation,Bug fix
2009,15/12/2009,0.9,0.9.2,PATCH,"FIXED: Capitalization is now ignored when scanning for existing methods, so if setURL already exists, then a @Data annotation on a class with a field named url will no longer also generate setUrl. Issue #148",,,Fix wrong implementation,Bug fix
2009,09/11/2009,0.9,0.9.1,PATCH,,,,,
2009,09/11/2009,0.9,0.9.1,PATCH,"The installer now works much better on linux, in that it auto-finds eclipse in most locations linux users tend to put their eclipse installs, and it can now handle apt-get installed eclipses, which previously didn't work well at all. There's also a hidden feature where the installer can work as a command-line only tool (java -jar lombok.jar install eclipse path/to/eclipse) which also supports uninstall of course. You can now also point at eclipse.ini in case you have a really odd eclipse install, which should always work.",,The installer now works much better on linux,Fix integration with external development tool,Bug fix
2009,09/11/2009,0.9,0.9.1,PATCH,"For lombok developers, the eclipse launch target now works out-of-the-box on snow leopard. Issue #139",,LombokizedEclipse.launch doesn't run on Snow Leopard,Fix integration with external development tool,Bug fix
2009,02/11/2009,0.9,0.9.0,MINOR,,,,,
2009,02/11/2009,0.9,0.9.0,MINOR,"The lombok class patching system has been completely revamped; the core business of patching class files has been offloaded in an independent project called 'lombok.patcher', which is now used to patch lombok into eclipse.",,The lombok class patching system has been completely revamped,Change implementation,Code redesign
2009,02/11/2009,0.9,0.9.0,MINOR,Many behind-the-scenes changes to improve lombok's stability and flexibility on eclipse.,,Improve stability and flexibility,Code refactoring,Maintainability improvement
2009,02/11/2009,0.9,0.9.0,MINOR,Changes to the lombok core API which aren't backwards compatible with lombok series v0.8 but which were necessary to make writing third party processors for lombok a lot easier.,,,Change implementation,Code redesign
2009,02/11/2009,0.9,0.9.0,MINOR,Minor version number bumped due to the above 3 issues.,,,Fix dependency,Update dependency
2009,02/11/2009,0.9,0.9.0,MINOR,"Eclipse's ""rename"" refactor script, invoked by pressing CMD/CTRL+SHIFT+R, now works on @Data annotated classes.",eclipse,,Fix wrong implementation,Bug fix
2009,02/11/2009,0.9,0.9.0,MINOR,The windows installer would fail on boot if you have unformatted drives. Issue #138,exception,NullPointerException,Handle exception,Bug fix
2009,02/11/2009,0.9,0.9.0,MINOR,The static constructor that @Data can make was being generated as package private when compiling with javac. Issue #136,,,Fix inconsistency,Bug fix
2009,03/09/2009,0.8,0.8.5,PATCH,,,,,
2009,03/09/2009,0.8,0.8.5,PATCH,There's now an AccessLevel.NONE that you can use for your @Getter and @Setter annotations to suppress generating setters and getters when you're using the @Data annotation. Address Issue #110,,,Add functionality,Add support for a new feature
2009,03/09/2009,0.8,0.8.5,PATCH,"Both @EqualsAndHashCode and @ToString now support explicitly specifying the fields to use, via the new 'of' parameter. Fields that begin with a '$' are now also excluded by default from equals, hashCode, and toString generation, unless of course you explicitly mention them in the 'of' parameter. Addresses Issue #105",,Add new parameter,Add functionality,Add support for a new feature
2009,03/09/2009,0.8,0.8.5,PATCH,"There's a commonly used @NotNull annotation, from javax.validation (and in earlier versions of hibernate, which is the origin of javax.validation) which does not quite mean what we want it to mean: It is not legal on parameters, and it is checked at runtime after an explicit request for validation. As a workaround, we've removed checking for any annotation named NotNull from the nonnull support of lombok's generated Getters, Setters, and constructors. Issue #116",,,Fix failing compilation,Bug fix
2009,03/09/2009,0.8,0.8.5,PATCH,Fixed yet another issue with @SneakyThrows. This was reported fixed in v0.8.4. but it still didn't work quite as it should. Still falls under the bailiwick of Issue #103,,Continue old fix,Fix wrong implementation,Bug fix
2009,02/09/2009,0.8,0.8.4,PATCH,,,,,
2009,02/09/2009,0.8,0.8.4,PATCH,"Fixed many issues with @SneakyThrows - in previous versions, using it would sometimes confuse the syntax colouring, and various constructs in the annotated method would cause outright eclipse errors, such as beginning the method with a try block. This also fixes Issue #103",,,Fix wrong implementation,Bug fix
2009,02/09/2009,0.8,0.8.4,PATCH,-,exception,IllegalArgumentException,Handle exception,Bug fix
2009,02/09/2009,0.8,0.8.4,PATCH,"Fixed the David Lynch bug - in eclipse, classes with lombok features used in them would sometimes appear invisible from other source files. It's described in more detail on Issue #114. If you suffered from it, you'll know what this is about.",eclipse,,Fix wrong implementation,Bug fix
2009,02/09/2009,0.8,0.8.4,PATCH,Fixed the problem where eclipse's help system did not start up on lombokized eclipses. Issue #99,eclipse,,Fix wrong implementation,Bug fix
2009,02/09/2009,0.8,0.8.4,PATCH,All generated methods now make their parameters (if they have any) final. This should help avoid problems with the 'make all parameters final' save action in eclipse. Issue #113,,All generated methods now make their parameters (if they have any) final,Change implementation,Code redesign
2009,02/09/2009,0.8,0.8.4,PATCH,"Okay, this time really added support for @NonNull and @NotNull annotations. It was reported for v0.8.3 but it wasn't actually in that release. @Nullable annotations are now also copied over to the getter's return type and the setter and constructor's parameters (but, obviously, no check is added). Any @NonNull annotated non-final fields that are not initialized are now also added to the generated constructor by @Data in order to ensure via an explicit null check that they contain a legal value.",,Add new annotation,Add annotation,Add support for a new feature
2009,02/09/2009,0.8,0.8.4,PATCH,"@ToString (and hence, @Data) now default to includeFieldNames=true. Issue #108",,Change default value,Change implementation,Code redesign
2009,21/08/2009,0.8,0.8.3,PATCH,,,,,
2009,21/08/2009,0.8,0.8.3,PATCH,"@EqualsAndHashCode (and, indirectly, @Data) generate a warning when overriding a class other than java.lang.Object but not setting EqualsAndHashCode's callSuper to true. There are, however, legitimate reasons to do this, so this warning is now no longer generated if you explicitly set callSuper to false. The warning text now also refers to this action if not calling super is intentional.",,Fix generating the wrong equals and hashCode,Fix wrong implementation,Bug fix
2009,21/08/2009,0.8,0.8.3,PATCH,"If your fields have @NonNull or @NotNull annotations, then generated setters are generated with a null check, and the annotation is copied to the setter's parameter, and the getter's method.",,,Fix wrong implementation,Bug fix
2009,21/08/2009,0.8,0.8.3,PATCH,An annoying bug that usually showed up if you had package-info.java files has been fixed. It would cause a NullPointerException at lombok.javac.apt.Processor.toUnit(Processor.java:143),exception,NullPointerException,Handle exception,Bug fix
2009,29/07/2009,0.8,0.8.2,PATCH,,,,,
2009,29/07/2009,0.8,0.8.2,PATCH,"@EqualsAndHashCode and @ToString created; these are subsets of what @Data does (namely: generate toString(), and generate equals() and hashCode() implementations). @Data will still generate these methods, but you can now generate them separately if you wish. As part of this split off, you can now specify for toString generation to include the field names in the produced toString method, and for all 3 methods: You can choose to involve the implementation of the superclass, and you can choose to exclude certain fields. Issue #81",,@EqualsAndHashCode and @ToString created,Add functionality,Add support for a new feature
2009,29/07/2009,0.8,0.8.2,PATCH,when compiling with javac: warnings on specific entries of an annotation parameter (such as non-existent fields in a @EqualsAndHashCode exclude parameter) now show up on the problematic parameter and not on the entire annotation. Issue #84,,Improve warning message ,Code refactoring,Maintainability improvement
2009,26/07/2009,0.8,0.8.1,PATCH,,,,,
2009,26/07/2009,0.8,0.8.1,PATCH,"Using eclipse's 'find callers' on a @Data annotation will now find callers of the static constructor if you generated it. If not, it still finds callers to hashCode() as before (it's not possible to make eclipse find callers to the normal constructor, though you can just use 'find callers' on the class name, which works fine). Issue #78",,,Change implementation,Code redesign
2009,26/07/2009,0.8,0.8.1,PATCH,"If your field is called 'hasFoo' and its a boolean, and you use @Getter or @Data to generate a getter for it, that getter will now be called 'hasFoo' and not 'isHasFoo' as before. This rule holds for any field prefixed with 'has', 'is', or 'get', AND the character following the prefix is not lowercase (so that 'hashCodeGenerated' is not erroneously identified as already having a prefix!). Similar logic has been added to not generate a getter at all for a field named 'foo' or 'hasFoo' if there is already a method named 'isFoo'. Issue #77",,,Change implementation,Code redesign
2009,26/07/2009,0.8,0.8.1,PATCH,"Starting the lombok installer on mac os X using soylatte instead of apple's JVM now correctly detects being on a mac, and using mac-specific code for finding and installing eclipses. Issue #80",,Installer doesn't work on mac when using soylatte,Fix integration with external development tool,Bug fix
2009,26/07/2009,0.8,0.8.1,PATCH,"For non-mac, non-windows installations, the jar file in the -javaagent parameter is now written as an absolute path in eclipse.ini instead of a relative one. For some reason, on at least 1 linux installation, an absolute path is required to make javaagent work. This 'fix' has the unfortunate side-effect of making it impossible to move your eclipse installation around without breaking the pointer to the lombok java agent, so this change has only been introduced for non-windows, non-mac. Thanks to WouterS for spotting this one and helping us out with some research on fixing it. Issue #79",,Use absolute path in eclipse.ini instead of a relative one,Change implementation,Code redesign
2009,,0.8,0.8.,MAJOR,,,,,
