Changes,General Category
Disruptor will now shutdown during Tomcat shutdown. Fixes LOG4J2-222. Thanks to Steven Yang.,Code redesign
Renamed AsynchAppender to AsyncAppender. Plugin name became Async (was Asynch).,Maintainability improvement
Removed CheckStyle false positives for NewlineAtEndOfFile and whitespace following '*' at end of line in javadoc.,Performance improvement
Moved Clock interface to package org.apache.logging.log4j.core.helpers.,Maintainability improvement
Documentation updates to clarify use and impact of location in pattern layouts. Fixes LOG4J2-225.,Documentation
The FlumeAppender failed to start if the Flume RPCClient could not connect to any Flume agents. Fixes LOG4J2-224.,Bug fix
Fix LoggerContext start and stop to eliminate IllegalStateException and NoClassDefFound errors. Fixes LOG4J2-223.,Bug fix
Remove hundreds of compiler warnings. Fixes LOG4J2-221. Thanks to Nick Williams.,Performance improvement
Various small documentation fixes. Fixes LOG4J2-215.,Documentation
Ensure PluginManager streams are always closed. Fixes LOG4J2-217. Thanks to Fabien Sanglard.,Bug fix
,
Fix deadlock in SocketAppender. Added option to not wait for socket reconnect. Fixes LOG4J2-205.,Bug fix
Add JMX support. Fixes LOG4J2-207. Thanks to Remko Popma.,Add support for a new feature
Removing extra spaces in entry and exit method output. Fixes LOG4J2-211. Thanks to Nick Williams.,Performance improvement
Async documentation update. Fixes LOG4J2-214. Thanks to Remko Popma.,Documentation
"Loggers without a ""."" had no parent logger. Fixes LOG4J2-212.",Bug fix
Move async subproject into core. Fixes LOG4J2-208. Thanks to Remko Popma.,Maintainability improvement
Call LoggerContext.stop when the application is shutdown. Fixes LOG4J2-212.,Bug fix
MapMessage was not enclosing key value in quotes when generating XML. Fixes LOG4J2-210. Thanks to Arkin Yetis.,Bug fix
FlumeAvroManager now uses Flume RPCClient. Fixes LOG4J2-198.,Code redesign
	FlumeAvroManager now uses Flume RPCClient. Fixes LOG4J2-196.,Code redesign
Use the Maven group ID org.apache.logging.log4j for all artifacts. Fixes LOG4J2-207.,Maintainability improvement
	Add tag library. Fixes LOG4J2-187. Thanks to Nick Williams.,Add support for a new feature
Unit tests now create files in the target directory. Fixes LOG4J2-195. Thanks to Remko Popma.,Bug fix
RollingFastFileAppender (in log4j-async) did not roll over. Fixes LOG4J2-193. Thanks to Remko Popma.,Bug fix
Highlight subprojects in sub-navigation. Fixes LOG4J2-199. Thanks to Remko Popma.,Maintainability improvement
LoggerContext method renamed to removeFilter from removeFiler. Fixes LOG4J2-200. Thanks to Remko Popma.,Maintainability improvement
ThrowableFormatOptionsTest failed on Windows due to CR/LF issue. Fixes LOG4J2-194. Thanks to Remko Popma.,Bug fix
BaseConfiguration addLoggerAppender saved appender using the Logger name. Fixes LOG4J2-190. Thanks to Werner.,Bug fix
Move Throwable pattern converter options processing to ThrowableFormatOptions class. Fixes LOG4J2-160. Thanks to Joanne Polsky.,Maintainability improvement
Allowed Loggers access to the properties in the LoggerConfig. Fixes LOG4J2-157. Thanks to Remko Popma.,Add support for a new feature
Added ability to include or exclude location information. Fixes LOG4J2-153. Thanks to Remko Popma.,Add support for a new feature
Allow Logger and LoggerContext to be subclassed. Fixes LOG4J2-151. Thanks to Remko Popma.,Add support for a new feature
Add methods is/setEndOfBatch to LogEvent. Fixes LOG4J2-164. Thanks to Remko Popma.,Add support for a new feature
Add support for asynchronous loggers. Fixes LOG4J2-163. Thanks to Remko Popma.,Add support for a new feature
The blocking parameter did not work properly on AsynchAppender. Fixes LOG4J2-189. Thanks to Werner.,Bug fix
AppenderRefs on AsynchAppender didn't support the level and filter elements. Fixes LOG4J2-188. Thanks to Werner.,Bug fix
Avoid IllegalArgumentException in AsynchAppender. Fixes LOG4J2-176. Thanks to Remko Popma.,Bug fix
Add Logger interface APIs to log at given levels. Fixes LOG4J2-179.,Add support for a new feature
OutputStreamManager now adds the layout header whenever the OutputStream is set. Fixes LOG4J2-181.,Code redesign
Fix NullPointerException in DatagramOutputStream when flush is called from multiple threads. Fixes LOG4J2-177. Thanks to Remko Popma.,Bug fix
Added FlumePersistentManager which writes to BerkeleyDB and then writes to Flume asynchronously.,Add support for a new feature
Plugin cache should be reset when addPackages is called. Fixes LOG4J2-175.,Bug fix
Expose file appender configuration details via an advertisement mechanism. Fixes LOG4J2-155.,Bug fix
Add Fragment-Host to MANIFEST.MF for log4j-core. Fixes LOG4J2-159. Thanks to Jan Winter.,Add support for a new feature
Configurator throws a ClassCastException if LogManager returns a SimpleLoggerContext. Fixes LOG4J2-167.,Bug fix
ConfigurationFactory was adding factories on every call. Fixes LOG4J2-169.,Performance improvement
Modify ClassLoaderContextSelector to use the first ClassLoader in the child parent hierarchy that has a Context with a configuration to allow JSPs to use the WebApp's context and configuration. Fixes LOG4J2-161.,Maintainability improvement
Add RFC 5424 compliant escaping rules to RFC5424Layout. Fixes LOG4J2-158. Thanks to Scott Severtson.,Add support for a new feature
,
LocalizedMessageTest fails on linux system. Fixes LOG4J2-156. Thanks to Andreas Born.,Bug fix
RollingFileAppender's FileRenameAction was throwing a NullPointerException if no directory was specified on the target file name. Fixes LOG4J2-152. Thanks to Remko Popma.,Bug fix
Convert all System.getProperty calls to use PropertiesUtil to suppress SecurityExceptions. Fixes LOG4J2-150.,Code redesign
ThreadContextMapFilter was matching on the key instead of the value of the key. Fixes LOG4J2-147. Thanks to William Burns.,Bug fix
Allow FlumeAvroManager to initialize even if it cannot connect to an agent.,Add support for a new feature
SMTPAppender will only cache filtered events. Fixes LOG4J2-149. Thanks to Scott Severtson.,Bug fix
Add missing serial version IDs. Fixes LOG4J2-145.,Add support for a new feature
NullPointerException in RFC5424Layout. Fixes LOG4J2-144.,Bug fix
"MessagePatternConverter now returns ""null"" if the log message is null. Fixes LOG4J2-143.",Bug fix
Serialized LogEvents were not reset in the output stream causing them to deserialize incorrectly. Fixes LOG4J2-142.,Bug fix
Fix null pointer exception in SocketAppender if no protocol is specified. The protocol will default to TCP for the SocketAppender and UDP for the SyslogAppender. Fixes LOG4J2-139.,Bug fix
Added Log4j 2 to SLF4J adapter.,Add support for a new feature
Typo in documentation of SocketAppender. Fixes LOG4J2-140. Thanks to Joern Huxhorn.,Documentation
Fix hang in Dumbster SMTP test server. Fixes LOG4J2-137.,Quality assurance
Allow newlines to be escaped in Syslog and RFC5424 layouts. Allow Throwables to be included in the output from RFC5424Layout. Fixes LOG4J2-136. Thanks to Scott Severtson.,Add support for a new feature
Add SMTPAppender. Fixes LOG4J2-131. Thanks to Scott Severtson.,Add support for a new feature
PatternLayout should format throwables without requiring a converter. Fixes LOG4J2-130.,Bug fix
Added hostName and contextName to property map.,Add support for a new feature
BaseConfiguration does not close the first appender. Fixes LOG4J2-135. Thanks to Ingo Feltes.,Bug fix
Add MessageFormatMessage and FormattedMessage.,Add support for a new feature
"Use %red, %white, %blue, and so on in the console appender. Fixes LOG4J2-134.",Bug fix
Allow custom message creation via a message factory. Fixes LOG4J2-133.,Add support for a new feature
AbstractLogger.catching(Throwable) checks for DEBUG level but logs at ERROR level. Fixes LOG4J2-132.,Bug fix
RoutingAppender was only creating a single appender for the default Route. Fixes LOG4J2-129.,Bug fix
Allow JMS appenders to recover if the queue or topic is unavailable. Fixes LOG4J2-126.,Add support for a new feature
Add follow attribute to Console Appender. Fixes LOG4J2-128.,Add support for a new feature
AbstractLogger methods were not passing Markers to the isEnabled methods. Fixes LOG4J2-127.,Bug fix
Added Flume Appender samples.,Add support for a new feature
Add unit test to verify exceptions are thrown when the socket connection fails. Fixes LOG4J2-122.,Quality assurance
JMSQueue and JMSTopic Appenders did not allow name to be specified. Fixes LOG4J2-125.,Bug fix
Enhanced javadoc copyright statement. Fixes LOG4J2-111.,Documentation
Renamed log4j12-api to log4j-1.2-api. Fixes LOG4J2-110.,Maintainability improvement
TCPSocketManager would fail if the initial connection could not be established. Fixes LOG4J2-120.,Bug fix
A broken socket connection would cause the TCPSocketManager to continuously reconnect. Fixes LOG4J2-119.,Bug fix
The example for ThreadContextMapFilter was incorrect. Fixes LOG4J2-123. Thanks to Olivier Lamy.,Bug fix
File renaming was using the wrong date value. Enhanced DefaultRolloverStrategy to store newest files in highest index as well as lowest. Fixes LOG4J2-116.,Maintainability improvement
ThreadContext Map elements with null values are now ignored when constructing a Flume event and in the RFC5424 Layout. Fixes LOG4J2-115.,Bug fix
StructuredDataFilter createFilter was annotated with PluginAttr instead of PluginElement for the KeyValuePairs. Fixes LOG4J2-113.,Bug fix
StructuredDataMessage was validating the length of the values in the event Map instead of the lengths of the keys. Fixes LOG4J2-114. Thanks to Arkin Yetis.,Bug fix
,
	Fix NullPointerException in ClassLoaderContextSelector when no class is returned from the SecurityManager. Fixes LOG4J2-108.,Bug fix
Add ability to customize the names of the Levels in the LevelPatternConverter. Fixes LOG4J2-105.,Add support for a new feature
	PatternParser was not properly handling adjacent nested options Fixes LOG4J2-107.,Bug fix
	Add support for loading plugins inside the OSGi bundle. Fixes LOG4J2-95.,Add support for a new feature
"Add ThreadContext.push(String format, Object... args) Fixes LOG4J2-85.",Add support for a new feature
The LogEvent was wrapping a ThrowableProxy with another ThrowableProxy when deserializing. Fixes LOG4J2-103. Thanks to Das Archive.,Bug fix
Created combined jar to combine API and Core contents for users who only want the Log4j implementation.,Performance improvement
"Convert LogManager binding to use ""regular"" java properties instead of XML properties to workaround a bug in Oracle's xmlparserv2 jar. Fixes LOG4J2-104.",Bug fix
Added PropertiesRewritePolicy and ability to define properties on a Logger. Fixes LOG4J2-28.,Add support for a new feature
Build pdf of user's guide. Fixes LOG4J2-87.,Documentation
Added font and fontSize parameters to HTMLLayout. Replace newlines in message with br tag. Fixes LOG4J2-29.,Add support for a new feature
Added ability to configure from an InputSource. Fixes LOG4J2-55.,Add support for a new feature
The Facility value was being improperly calculated. Fixes LOG4J2-102. Thanks to Emanuele Colombo.,Bug fix
A NullPointerException would occur if no format value was passed to the SyslogAppender. Fixes LOG4J2-101. Thanks to Emanuele Colombo.,Bug fix
MapRewritePolicy had an extra call to putAll that caused updates to behave like adds. Fixes LOG4J2-99. Thanks to Das Archive.,Bug fix
Avoid NPE when duplicate LoggerContextFactorys are present. Allow factories to specify a weight to allow real implementations to outrank test implementations. Provide a simple default LoggerContextFactory.,Code redesign
Added several missing classes and methods for Log4j 1.x compatibility. Fixes LOG4J2-97.,Add support for a new feature
Interpolator was not stripping Lookup key separator when trying to locate the default value for a variable. Fixes LOG4J2-94. Thanks to Denis Treskunov.,Bug fix
Log4j 1.2 Category.forcedLog was wrapping the message with an ObjectMessage even if the parameter was an ObjectMessage.,Bug fix
,
"Made ParameterizedMessage, StringFormattedMessage and ThreadDumpMessage immutable. LocalizedMessage is immutable except that it will be updated with the logger name when it is added to the LogEvent.",Code redesign
DefaultConfiguration was not starting the Console Appender.,Bug fix
Add interval and modulate options to TimeBasedTriggeringPolicy to allow more fine-grained control of when file rolling should occur. Fixes LOG4J2-35.,Add support for a new feature
Add support for filtering packages from stack traces. Fixes LOG4J2-58.,Add support for a new feature
"If system property ""disableThreadContextStack"" is set pushes to the ThreadContext will be ignored. If system property ""disableThreadContext"" is set both puts and pushes will be ignored. Fixes LOG4J2-84.",Add support for a new feature
"If system property ""disableThreadContextMap"" is set puts to the ThreadContext will be ignored. If system property ""disableThreadContext"" is set both puts and pushes will be ignored. Fixes LOG4J2-83.",Add support for a new feature
Add support for ANSI colors by adding the highlight and style pattern converters. Fix pattern parsing to allow nested patterns.,Add support for a new feature
Converted DynamicThresholdFilter to use KeyValuePair. Fixed bugs in the Map-based filters to allow declaration of multiple values for a key to match the documentation. Fixes LOG4J2-92.,Bug fix
Many logging methods in AbstractLogger were set to an incorrect logging level. catching was using the THROWING marker and was set to debug instead of error. Fixes LOG4J2-88.,Bug fix
Allow the status logging to be directed to stderr or to a file.,Add support for a new feature
Log4j 1.2 adapter's Category class was missing 3 log methods. Fixes LOG4J2-91.,Bug fix
If the ThreadContext stack is empty the LogEvent will contain a null value to reduce the overhead of creating log events and in the size of the serialized object. Changed the ThreadContext stack to use a custom stack interface instead of java.util.Stack as that class is overly heavy. This change will cause an API incompatibility. Fixes LOG4J2-84.,Bug fix
If the ThreadContext map is empty the LogEvent will contain a null value to reduce the overhead of creating log events and in the size of the serialized object. Fixes LOG4J2-83.,Bug fix
Add getFormats to MultiformatMessage and allow StructuredDataMessage to format as XML.,Add support for a new feature
Add documentation on client vs server mode to performance page. Fixes LOG4J2-90.,Documentation
Move variable substitution from PatternLayout to appropriate converters to improve performance.,Maintainability improvement
,
Added AsynchAppender.,Add support for a new feature
PatternLayout was not honoring format modifiers. Fixes LOG4J-81.,Bug fix
Created web module to allow web applications to include the Log4j context listener in WEB-INF/lib even if Log4j is in the container's class path. Allow locating the LoggerContext to include the ClassLoader. Updated the Loader utility to always choose the child ClassLoader. Verified in Jboss 5 and Tomcat.	,Add support for a new feature
MarkerFilter called MarkerManager.getMarker causing the Marker to be created during the processing of the configuration. This prevents the application from creating the Marker with any parents. MarkerWrapper in SLF4J-impl was getting a ClassCastException in instanceOf because the Marker isn't a MarkerWrapper. Fixes LOG4J2-82.,Bug fix
Allow Log4j 2 to be used as the implementation with SLF4J and SLF4J's jcl-over-slf4j by adding filtering to the log method in SLF4JLogger. Fixes LOG4J2-80. Thanks to Oliver Lamy.	,Add support for a new feature
LogFactoryImpl.setAttribute in the Commons Logging bridge got a NullPointerException when passed a null value. It will now remove the attribute. Fixes LOG4J2-78.,Bug fix
RoutingAppender was calling the stop method for each of its referenced Appenders and was calling the stop method of the default Appender a second time. It will now only call the stop method of Appenders it creates. Fixes LOG4J2-77.,Bug fix
RewriteAppender was calling the stop method of the referenced appender causing the referenced appender's manager to have its use count decremented too many times. Fixes LOG4J2-76.,Bug fix
"Logger.error(Marker, Message, Throwable) was internally using Level.TRACE. Fixes LOG4J2-74.	",Bug fix
Enhanced Log4jContextListener to accept a configuration file location. Modified FileConfigurationMonitor to monitor files configured that way. Fixed other reconfiguration related bugs. Tested in JBoss and Tomcat. Fixes LOG4J2-75.,Code redesign
NullPointerException in RollingFileManager when filePattern does not cause the file to be compressed. Fixes LOG4J2-72.,Bug fix
FileRenameAction did not create the parent directories of the archive files causing the rollover to fail. Fixes LOG4J2-71.,Bug fix
Update the versions of SLF4J and Logback.,Update dependency
,
Add getLogger(Class) to LogManager. Fixes LOG4J2-70.,Add support for a new feature
Allow Flume agents to be embedded into the Flume Appender. Fixes LOG4J2-69.	,Add support for a new feature
Add support for formatting using String.format(). Fixes LOG4J2-68.,Add support for a new feature
Allow components besides core to create a PluginMap for faster plugin loading and not having to specify the plugin package in the configuration. Fixes LOG4J2-67.,Add support for a new feature
Fix compilation problems in Java 7. Fixes LOG4J2-64.,Bug fix
Allow variable substitution on the configuration attributes and on the root log level. Fixes LOG4J2-65.,Bug fix
,
Added ability to filter on the AppenderRef by adding either a level or a filter. Fixes LOG4J2-60. Thanks to Shane Kelly.,Add support for a new feature
Level.toLevel would throw an IllegalArgumentException instead of returning the default value. Fixes LOG4J2-56. Thanks to John Owen Atala.,Bug fix
Remove LoggerContext support for custom logger factories. All Loggers returned by LoggerContext should be compatibile and of the same type. Fixes LOG4J2-51. Thanks to John Vasileff.,Code redesign
Make sure all application facing log methods use their own FQCN. This patch resolves a unit test failure for the %C pattern when using the Category logger. Fixes LOG4J2-50. Thanks to John Vasileff.,Bug fix
,
PLATFORM: JDK20 support added. Issue #3353.,Add support for a new feature
BUGFIX: Eclipse 4.27 and VSCode 1.14.0 would ignore lombok.config. Issue #3332.,Bug fix
BUGFIX: @NonNull on a primitive array field on a record wouldn't work. Issue #3366.,Bug fix
FEATURE: Jakarta has some non-null annotations (such as jakarta.annotation.Nonnull) which we now support. Issue #3346.,Add support for a new feature
"BUGFIX: Eclipse didn't find usages of extension methods (@ExtensionMethod) in ""find references"" nor rename-refactoring. Issue #3373",Bug fix
,
PLATFORM: JDK19 support added. Issue #3264.,Add support for a new feature
"BUGFIX: Using the refactor script: ""Rename field"" in a @(Super)Builder-marked file in eclipse or VSCode would cause issues. [Issue #3181] (https://github.com/projectlombok/lombok/issues/3181).",Bug fix
BUGFIX: Using val together with any call to a method that explicitly resolves to a default impl in an interface didn't work in javac. Issue #3242.,Bug fix
,
PLATFORM: JDK18 support added. Issue #3129.,Add support for a new feature
PLATFORM: Using ecj and maven? There's now a command line option to integrate lombok into your build chain. Issue #3143.,Support for external development tool
FEATURE: @ToString has an annotation parameter called onlyExplicitlyIncluded. There's now a config key lombok.toString.onlyExplicitlyIncluded to set this property as well. Issue #2849.,Add support for a new feature
"FEATURE: Turning a field named uShape into a getter is tricky: getUShape or getuShape? The community is split on which style to use. Lombok does getUShape, but if you prefer the getuShape style, add to lombok.config: lombok.accessors.capitalization = beanspec. Issue #2693 Pull Request #2996. Thanks @YonathanSherwin!",Add support for a new feature
"FEATURE: You can now use @Accessors(makeFinal = true) to make final getters, setters, and with-ers. Issue #1456.",Add support for a new feature
BUGFIX: Various save actions and refactor scripts in eclipse work better. Issue #2995 Issue #1309 Issue #2985 Issue #2509.,Bug fix
1309,Bug fix
2985,Bug fix
2509,Bug fix
BUGFIX: Eclipse projects using the jasperreports-plugin will now compile. Issue #1036.,Bug fix
BUGFIX: inner classes in @UtilityClass classes were broken in JDK9+. Issue #3097.,Bug fix
BUGFIX: Delomboking code with @Builder.Default in it would generate different code vs lombok itself. Issue #3053.,Bug fix
BUGFIX: Combining @NonNullByDefault and lombok.addNullAnnotations would generate two @Nullable annotations and thus generate a compiler error. Issue #3120. Thanks @JohnPaulTaylorII!,Bug fix
BUGFIX: Null analysis in eclipse was broken for incremental builds. Issue #3133.,Bug fix
BUGFIX VerifyError would show up in the latest eclipse release when using various refactor scripts. Issue #3134.,Bug fix
BUGFIX: The various @Log annotations can now be placed on inner enums and records. Issue #2990.,Bug fix
"SECURITY: A widely reported security issue with log4j2 (CVE-2021-44228) has absolutely no effect on either lombok itself nor does usage of lombok on its own, or even the usage of lombok's @Log4j2, cause any issues whatsoever: You have to ship your own log4j2 dependency in your app - update that to 2.17 or otherwise mitigate this issue (see the CVE page). To avoid unneccessary warnings from dependency checkers, our dep on log4j2, which is used solely for testing, isn't shipped by us, and cannot be exploited in any way, has been updated to 2.17.1. Issue #3063",Security improvement
"IMPROBABLE BREAKING CHANGE: Lombok now understands a few more annotations that imply ""this field should not ever contain a null reference"". Lombok will thus copy some of these new annotations e.g. to generated getters and the like. Pull Request #2904",Code redesign
,
PLATFORM: JDK17 support added. Issue #2898.,Add support for a new feature
FEATURE: Added the @StandardException feature. Pull Request #2702.,Add support for a new feature
"IMPROBABLE BREAKING CHANGE: If the underlying compiler and --release / --source option is 10 or higher, lombok's val is now replaced by final var. That means compound declarations such as val x = 10, y = 12; now fail (lombok's old val implementation supported it, javac's var does not), but IDE support in particular is more reliable. We decided it was worth the tradeoff.",Code redesign
BUGFIX: Syntax highlighting in VSCode now works reliably when using lombok. Issue #2950.,Bug fix
BUGFIX: Eclipse's organize imports feature would sometimes remove your lombok.val import. Issue #2972.,Bug fix
,
PLATFORM: JDK16 support added. Issue #2681.,Add support for a new feature
"PLATFORM: All lombok features updated to act in a sane fashion with JDK16's record feature. In particular, you can annotate record components with @NonNull to have lombok add null checks to your compact constructor (which will be created if need be).",Code redesign
BUGFIX: Trying to use a lambda expression as parameter to an @ExtensionMethod did not work. Issue #2741. (by @Rawi01).,Bug fix
BUGFIX: @SuperBuilder with an existing constructor caused issues in eclipse. Issue #2704. (by @JanRieke).,Bug fix
BUGFIX: Using @SuperBuilder with a handwritten builder class caused issues. Issue #2701. (by @JanRieke).,Bug fix
BUGFIX: Lombok interacts properly with the new save actions in eclipse 2021-03.,Bug fix
POTENTIAL BUGFIX: lombok + errorprone could cause IllegalArgumentException if using the MissingSummary bug pattern. Issue #2730.,Bug fix
,
"BUGFIX: Various tools using ecj under the hood (including intellij) could cause corrupt class files to be generated. PR #2637, lombok-intellij-plugin issue #969.",Bug fix
969,Bug fix
BUGFIX: Netbeans would not work with 1.18.16 anymore. Issue #2612.,Bug fix
"BUGFIX: @ExtensionMethod support in ecj improved when generics are involved. Issue #2648, PR #2658 thanks to @Rawi01.",Bug fix
PLATFORM: using lombok.config files when compiling with sbt 1.4 now works again. Issue #2645,Bug fix
,
"BUGFIX: Version 1.18.14 could not be installed in Eclipse, it would break Eclipse.",Bug fix
BREAKING CHANGE: mapstruct users should now add a dependency to lombok-mapstruct-binding. This solves compiling modules with lombok (and mapstruct).,Update dependency
IMPROBABLE BREAKING CHANGE: The generated hashcode has changed for classes that include both primitive fields and reference fields.,Code redesign
"FEATURE: Similar to @Builder, you can now configure a @SuperBuilder's 'setter' prefixes via @SuperBuilder(setterPrefix = ""set"") for example. We still discourage doing this. Pull Request #2357.",Add support for a new feature
"FEATURE: If using @Synchronized(""lockVar""), if lockVar is referring to a static field, the code lombok generates no longer causes a warning about accessing a static entity incorrectly. Issue #678",Add support for a new feature
FEATURE: @Jacksonized on a @Builder or @SuperBuilder will configure Jackson to use this builder when deserializing. Pull Request #2387 thanks to @JanRieke. @Jacksonized documentation.,Add support for a new feature
"FEATURE: The checkerframework support has been updated; the relevant annotations were renamed in checkerframework's APIs, lombok now generates the annotations according to their current API names.",Add support for a new feature
FEATURE: Add option to cache hashCode via @EqualsAndHashCode(cacheStrategy = EqualsAndHashCode.CacheStrategy.LAZY). Issue #784 Pull Request #2513 thanks to @andrebrait.,Add support for a new feature
PLATFORM: Added support for compiling projects with OpenJ9 Pull Request #2437,Support for external development tool
PLATFORM: Improved support for recent JVM/javac versions (14 and 15) and new language features.,Add support for a new feature
"PERFORMANCE: Several performance improvements during parsing/compilation, both using javac and Eclipse. Thanks @Rawi01!",Performance improvement
"PERFORMANCE: The generated equals method will first compare primitives, then primitive wrappers and then reference fields. Manual re-ordering is possible using @Include(rank=n). Pull Request #2485, Issue #1543",Performance improvement
BUGFIX: Delombok prints the first this parameter. Issue #2444,Bug fix
BUGFIX: Using val in combination with values whose generics include wildcards that reference themselves would cause a StackOverflowError in javac. Issue #2358.,Bug fix
BUGFIX: Using @SuperBuilder on a class that has some fairly convoluted generics usage would fail with 'Wrong number of type arguments'. Issue #2359 Pull Request #2362,Bug fix
BUGFIX: Various lombok annotations on classes nested inside enums or interfaces would cause errors in eclipse. Issue #2369,Bug fix
BUGFIX: Trying to add @ExtensionMethods with exactly 2 arguments would fail in eclipse. Issue #1441 Pull Request #2376 thanks to @Rawi01.,Bug fix
BUGFIX: Javac sets incorrect annotated type on with methods. Issue #2463,Bug fix
,
,
"PLATFORM: Support for JDK13 (including yield in switch expressions, as well as delombok having a nicer style for arrow-style switch blocks, and text blocks).",Add support for a new feature
PLATFORM: Support for JDK14 (including pattern match instanceof expressions).,Add support for a new feature
"FEATURE: In lombok.config it is possible to import other config files, even from a .zip or .jar.",Add support for a new feature
"FEATURE: You can now configure a builder's 'setter' prefixes via @Builder(setterPrefix = ""set"") for example. We discourage doing this, but if some library you use requires them, have at it. Pull Request #2174, Issue #1805.",Add support for a new feature
"FEATURE: If you use @Builder's @Singular, a plural form is also generated, which has the effect of adding all elements in the passed collection. If you pass a null reference, this would result in a message-less NullPointerException. Now, it results in that exception but with a useful message attached (uses the same config as @NonNull), or alternatively via a parameter on @Singular, you can choose to ignore such a call (add nothing, return immediately); this can be useful when deserializing (e.g. Jackson JSON) and JPA/Hibernate code. Issue #2221. singular documentation.",Add support for a new feature
"FEATURE: Tired of being unable to use @javax.annotation.ParametersAreNonnullByDefault or @org.eclipse.jdt.annotation.NonNullByDefault because then the equals method that lombok generates isn't valid? Fret no more; lombok can now add nullity annotations where relevant. Set the flavour of nullity annotation you prefer in your lombok.config. Applies to the return value of toString, withX, chainable setX, static constructors, build, builder, etcetera, and the parameter of equals, canEqual, and the plural form of @Singular marked fields for builder classes. Issue #788",Add support for a new feature
"BUGFIX: If using the sonarlint plugin in eclipse for projects bound to sonarcloud, you now no longer get internal errors on sonarlint processing. Issue #2351",Bug fix
"BUGFIX: lombok.experimental.Wither has been deprecated (it has been renamed to lombok.With). However, the intent is that lombok still handles the old annotation in case you haven't updated your lombok dep yet. However, only a star import on lombok.experimental.* worked; an explicit one would cause lombok to not generate any with method. Issue #2235",Bug fix
BUGFIX: Referring to an inner class inside the generics on a class marked with @SuperBuilder would cause the error wrong number of type arguments; required 3 Issue #2262; fixed by github user @Lekanich - thank you!,Bug fix
"BUGFIX: Some of the code generated by @Builder did not include this. prefixes when accessing fields. While semantically it didn't matter, if you use the 'add this prefix for field accesses' save action in eclipse, the save action would break. Issue #2327",Bug fix
"BUGFIX: When lombok copies javadoc from fields to relevant methods, it should generate an appropriate @return this line if lombok copies the javadoc to a generated setter that is chainable (returns itself). It didn't do that when generating the 'setters' in a @Builder. Lombok also didn't generate an appropriate @return item for @With methods. The javadoc has also been updated slightly (the this reference in the javadoc is now rendered in a code tag).Issue #2323",Bug fix
"IMPROBABLE BREAKING CHANGE: Lombok now generates qualified types (so, Outer.Inner instead of just Inner) in most type signatures that it generates; this should avoid exotic scenarios where the types lombok puts in signatures end up referring to unintended other types, which can occur if your class implements an interface that itself defines a type with the same name as one defined in your source file. I told you it was exotic. Thanks to Hunter Anderson for doing some preliminary work on this change. Issue #2268",Code redesign
IMPROBABLE BREAKING CHANGE: Running java -jar lombok.jar config -v <files> no longer shows which files do not mention the specified keys. Use --non-mentioned or -n to show them anyway.,Code redesign
,
"PROMOTION: @Wither has been promoted to the main package, renamed to @With. Otherwise, no changes have been made to the annotation. The old experimental annotation will remain for a few versions as a deprecated annotation. If you had lombok.config configuration for this annotation, the configuration keys for this feature have been renamed.",Code redesign
FEATURE: You can now configure a custom logger framework using the new @CustomLog annotation in combination with the lombok.log.custom.declaration configuration key. See the log documentation for more information. Pullrequest #2086 with thanks to Adam Juraszek.,Add support for a new feature
"ENHANCEMENT: Thanks to Mark Haynes, the staticConstructor will now also be generated if a (private) constructor already exists. Issue #2100",Add support for a new feature
ENHANCEMENT: val is now capable of decoding the type of convoluted expressions (particularly if the right hand side involves lambdas and conditional (ternary) expressions). Pull Request #2109 with thanks to Alexander Bulgakov.,Add support for a new feature
"ENHANCEMENT: You can now configure the generated builder class name via the config system, using key lombok.builder.className. See the Builder documentation and SuperBuilder documentation",Add support for a new feature
"ENHANCEMENT: If you mix up eclipse's non-null support, such as @NonNullByDefault, with lombok's @NonNull, you get a bunch of warnings about dead code that are inappropriate. These warnings are now suppressed, thanks to a contribution from Till Brychcy! Pull Request #2155",Bug fix
ENHANCEMENT: @NonNull can now also generate checks using jdk's Objects.requireNonNull or Guava's Preconditions.checkNotNull. Issue #1197,Add support for a new feature
EXPERIMENT: Lombok is working together with checkerframework to enable detection of improper builder use (such as forgetting to set a mandatory property prior to calling build()). This experiment can be turned on by adding checkerframework = true to your lombok.config file.,Add support for a new feature
BUGFIX: Using @JsonProperty or @JsonValue on a field in combination with @Setter or @Data would sometimes throw a ClassCastException during compilation. Issue #2156,Bug fix
BUGFIX: Delombok would turn something like List<byte[]>... in a method parameter to List<byte...>... Issue #2140,Bug fix
BUGFIX: Javac would generate the wrong equals and hashCode if a type-use annotation was put on an array type field Issue #2165,Bug fix
BUGFIX: Eclipse 2019-06 + JDK-12 compatibility + an @Singular builder entry would produce a cascade of error dialogs. Issue #2169,Bug fix
BUGFIX: Javac would throw a NullPointerException if the package-info.java did not contain a package declaration. Issue #2184,Bug fix
"BUGFIX: Javac sets incorrect annotated type on constructor, getter and setter. Issue #2189",Bug fix
"IMPROBABLE BREAKING CHANGE: Stricter validation of configuration keys dealing with identifiers and types (lombok.log.fieldName, lombok.fieldNameConstants.innerTypeName, lombok.copyableAnnotations).",Code redesign
IMPROBABLE BREAKING CHANGE: The fields generated inside builders for fields with defaults (with @Builder on a class with fields marked @Default) now have $value as the name; direct manipulation of these fields is not advised because there is an associated $set variable that also needs to be taken into account. Issue #2115,Code redesign
,
